type,small_bags,large_bags,xlarge_bags,total_bags
conventional,26632.49,2041.54,0,28674.03
organic,1016.67,169.05,0,1185.72
conventional,41744.74,0,0,41744.74
organic,509.53,0,0,509.53
conventional,33642.66,5425.61,199.07,39267.34
organic,688.45,0,0,688.45
conventional,77306.88,824.45,49.06,78180.39
organic,177.33,0,0,177.33
conventional,57771.22,431.17,44.75,58247.14
organic,116.04,2637.89,0,2753.93
conventional,44927.07,15322.53,0,60249.6
organic,1170,16.27,0,1186.27
conventional,540023.82,102417.63,13.72,642455.17
organic,37376.67,422.98,0,37799.65
conventional,295183.36,201773.45,0,496956.81
organic,10040,711.23,0,10751.23
conventional,8319.63,133.71,0,8453.34
organic,30,128.64,0,158.64
conventional,47493.52,31.11,0,47524.63
organic,270,0,0,270
conventional,18118.74,122.22,0,18240.96
organic,513.46,0,0,513.46
conventional,34123.19,33540.15,0,67663.34
organic,993.33,0,0,993.33
conventional,4096226.46,648632,11904.06,4756762.52
organic,140602,34321.02,0,174923.02
conventional,542973.12,68521.88,86.91,611581.91
organic,7284.44,25739.74,0,33024.18
conventional,73763.41,3043.13,0,76806.54
organic,2604.39,0,0,2604.39
conventional,9000.16,379.38,0,9379.54
organic,1109.23,0,0,1109.23
conventional,33423.74,10006.3,0,43430.04
organic,83.33,1132.59,0,1215.92
conventional,186976.97,3785.58,0,190762.55
organic,4593.07,0,0,4593.07
conventional,7235.2,232.07,0,7467.27
organic,260,6.91,0,266.91
conventional,100498.19,217.78,0,100715.97
organic,2187.42,0,0,2187.42
conventional,61765.34,546.67,0,62312.01
organic,5696.67,0,0,5696.67
conventional,596184.9,36940.51,2193.32,635318.73
organic,8470.51,3.33,0,8473.84
conventional,44919.71,2053.21,0,46972.92
organic,870.23,0,0,870.23
conventional,90447.44,3976.51,15.94,94439.89
organic,1074.45,0,0,1074.45
conventional,18685.14,21703.66,752.55,41141.35
organic,403.33,594.43,0,997.76
conventional,18266.69,2275.13,869.61,21411.43
organic,238.07,524.65,0,762.72
conventional,85321.83,17416.68,0,102738.51
organic,5516.67,0,0,5516.67
conventional,62564.22,93534.16,14.21,156112.59
organic,1180,12516.2,0,13696.2
conventional,66789.41,267.65,3449.69,70506.75
organic,340,817.03,0,1157.03
conventional,48858.06,3767.48,247.21,52872.75
organic,260,0,0,260
conventional,512270.39,88536.91,9441.36,610248.66
organic,8327.94,3242.62,0,11570.56
conventional,73386.08,1203.02,0,74589.1
organic,3213.79,0,0,3213.79
conventional,71330.51,2220.34,0,73550.85
organic,413.98,0,0,413.98
conventional,73227.41,32395.38,0,105622.79
organic,716.67,0,0,716.67
conventional,22828.92,13884.93,913.07,37626.92
organic,360,80.05,0,440.05
conventional,21773.29,7302.98,0,29076.27
organic,853.33,0,0,853.33
conventional,36112.87,152.26,0,36265.13
organic,86.67,3.59,0,90.26
conventional,309850.06,25218.02,2081.15,337149.23
organic,7481.17,0,0,7481.17
conventional,9789.94,15762.59,235.17,25787.7
organic,443.33,231.53,0,674.86
conventional,51870.47,26708.12,0,78578.59
organic,223.33,3.33,0,226.66
conventional,535973.53,46783.55,541.29,583298.37
organic,18497.02,2003.82,0,20500.84
conventional,20671.7,2645.2,4.99,23321.89
organic,1166.67,210.86,0,1377.53
conventional,62873.75,3341.12,0,66214.87
organic,3203.34,0,0,3203.34
conventional,253336.8,56051.76,0,309388.56
organic,3556.64,0,0,3556.64
conventional,860636.05,79402.19,0,940038.24
organic,33581.42,331.46,0,33912.88
conventional,43735.97,6.67,0,43742.64
organic,5387.3,0,0,5387.3
conventional,36700.48,16446.62,0,53147.1
organic,1206.67,0,0,1206.67
conventional,105513.5,11518.32,0,117031.82
organic,2827.17,0,0,2827.17
conventional,67727.1,3.61,0,67730.71
organic,866.67,17.49,0,884.16
conventional,19166.04,5666.41,0,24832.45
organic,518.36,396.08,0,914.44
conventional,276280.33,860.21,1125.49,278266.03
organic,16731.6,778.32,0,17509.92
conventional,74573.17,74.06,0,74647.23
organic,3.33,1352.86,0,1356.19
conventional,53806.04,559.03,0,54365.07
organic,1003.61,64.97,0,1068.58
conventional,43046.27,340.28,0,43386.55
organic,1206.67,171,0,1377.67
conventional,25882.69,191.59,0,26074.28
organic,860,260.72,0,1120.72
conventional,39235.2,0,0,39235.2
organic,148.87,3.33,0,152.2
conventional,42234.77,5543.66,32.63,47811.06
organic,286.67,0,0,286.67
conventional,80088.91,823.33,42.97,80955.21
organic,6.14,0,0,6.14
conventional,82779.56,0,29.06,82808.62
organic,0,615.25,0,615.25
conventional,64068.23,5936.16,0,70004.39
organic,706.67,135.17,0,841.84
conventional,529675.01,111022.36,0,640697.37
organic,31043.33,562.46,0,31605.79
conventional,437763.9,126731.94,0,564495.84
organic,9686.67,1917.82,0,11604.49
conventional,12095.19,0,0,12095.19
organic,0,0,0,0
conventional,43660.75,8.89,0,43669.64
organic,46.67,0,0,46.67
conventional,19816.85,264.44,0,20081.29
organic,1872.45,0,0,1872.45
conventional,62198.85,16538.31,0,78737.16
organic,1676.67,0,0,1676.67
conventional,4336247.12,667149.29,13350.5,5016746.91
organic,133314.63,32310.76,0,165625.39
conventional,587462.99,176871.66,49.05,764383.7
organic,6976.12,23470.92,0,30447.04
conventional,86050.77,2531.31,0,88582.08
organic,3017.22,5.24,0,3022.46
conventional,8986.06,165.39,0,9151.45
organic,1525.28,0,0,1525.28
conventional,32180.9,17273.38,2.68,49456.96
organic,0,2541.42,0,2541.42
conventional,168224.2,3736.87,0,171961.07
organic,3659.85,31.42,0,3691.27
conventional,6478.75,759.23,0,7237.98
organic,393.33,55.22,0,448.55
conventional,97423.17,439.76,0,97862.93
organic,2083.15,0,0,2083.15
conventional,69479.52,62.22,0,69541.74
organic,3376.95,0,0,3376.95
conventional,515386.4,34845.51,1838.1,552070.01
organic,12478.15,0,0,12478.15
conventional,52873.84,2851.75,0,55725.59
organic,884.32,0,0,884.32
conventional,88092.48,2289.01,38.97,90420.46
organic,1381.11,0,0,1381.11
conventional,14963.96,28229.86,4065.9,47259.72
organic,696.67,237.22,0,933.89
conventional,13297.29,1837.6,4240.19,19375.08
organic,664.76,311.2,0,975.96
conventional,95284.48,12675.55,12.27,107972.3
organic,6876.67,0,0,6876.67
conventional,38246.75,37664.47,0,75911.22
organic,1970,6682.27,0,8652.27
conventional,50732.68,1144.16,17195.99,69072.83
organic,516.67,372.96,0,889.63
conventional,47217.11,3519.09,3347.67,54083.87
organic,310,0,0,310
conventional,462539.26,88541.92,47632.78,598713.96
organic,13128.9,1692.28,0,14821.18
conventional,65870.9,1508.64,0,67379.54
organic,2744.67,0,0,2744.67
conventional,57600.88,2367.34,0,59968.22
organic,829.34,0,0,829.34
conventional,63264.46,50854.28,0,114118.74
organic,1413.33,0,0,1413.33
conventional,22401.71,14728.68,2436.75,39567.14
organic,580,41.21,0,621.21
conventional,17059.55,14580.18,0,31639.73
organic,1013.33,0,0,1013.33
conventional,35745.05,857.22,0,36602.27
organic,820,0,0,820
conventional,269524.6,23570.43,1684.64,294779.67
organic,9386.97,0,0,9386.97
conventional,7537.07,7839.58,1628.56,17005.21
organic,213.33,219.45,0,432.78
conventional,45516.03,56532.75,0,102048.78
organic,1000,0,0,1000
conventional,543841.07,37011.94,3228.94,584081.95
organic,16977.16,2039.88,0,19017.04
conventional,20732.64,6153.5,129.78,27015.92
organic,556.67,167.22,0,723.89
conventional,62740.63,6472.65,0,69213.28
organic,2140,3.33,0,2143.33
conventional,228539.44,61449.05,0,289988.49
organic,5025.6,0,0,5025.6
conventional,810060.6,84287.77,0,894348.37
organic,33457.94,31.96,0,33489.9
conventional,42880.02,0,0,42880.02
organic,6064.35,0,0,6064.35
conventional,31707.62,30250.02,0,61957.64
organic,1780,0,0,1780
conventional,93745.13,13782.18,0,107527.31
organic,1823.41,0,0,1823.41
conventional,64435.76,0,0,64435.76
organic,1626.67,7.46,0,1634.13
conventional,19985.54,4357.23,0,24342.77
organic,1379.85,38.13,0,1417.98
conventional,291293.85,540.74,972.96,292807.55
organic,13506.71,946.32,0,14453.03
conventional,79396.05,4310.94,17.45,83724.44
organic,0,500.73,0,500.73
conventional,67743.53,309.2,0,68052.73
organic,1814.69,118.08,0,1932.77
conventional,47039.78,29.17,0,47068.95
organic,916.67,357.55,0,1274.22
conventional,26965.71,28.89,0,26994.6
organic,873.33,620.24,0,1493.57
conventional,39017.62,0,0,39017.62
organic,401.87,0,0,401.87
conventional,32922.93,5315.64,32.84,38271.41
organic,904.68,0,0,904.68
conventional,66973.03,726.66,58.37,67758.06
organic,21.5,0,0,21.5
conventional,110637.01,62.51,18.35,110717.87
organic,0,608.14,0,608.14
conventional,57884.58,10540.71,0,68425.29
organic,870,392.15,0,1262.15
conventional,518799.05,130726.85,24.34,649550.24
organic,34003.33,123.85,0,34127.18
conventional,396512.64,253660.35,2.98,650175.97
organic,12383.33,3991.08,0,16374.41
conventional,13805.14,121.34,0,13926.48
organic,0,146.62,0,146.62
conventional,46019.51,6.67,0,46026.18
organic,103.33,0,0,103.33
conventional,24277.64,53.33,0,24330.97
organic,2009.96,0,0,2009.96
conventional,50762.76,36709.42,0,87472.18
organic,2106.67,0,0,2106.67
conventional,4129138.63,725218.35,53733.65,4908090.63
organic,148488.14,22985.22,0,171473.36
conventional,590705.71,95603.25,33.55,686342.51
organic,12552.61,14159.84,0,26712.45
conventional,86800.97,2100.7,0,88901.67
organic,3811.9,0,0,3811.9
conventional,8827.55,354.44,0,9181.99
organic,1245.45,0,0,1245.45
conventional,33847.33,9394.09,0,43241.42
organic,0,2742.71,0,2742.71
conventional,188374.49,4147.77,0,192522.26
organic,7809.79,0,0,7809.79
conventional,4860.43,0,0,4860.43
organic,253.33,251.83,0,505.16
conventional,113811.26,575.56,0,114386.82
organic,1592.51,0,0,1592.51
conventional,62216.63,360,0,62576.63
organic,2059.13,0,0,2059.13
conventional,642307,27241.05,1764.61,671312.66
organic,11710.97,0,0,11710.97
conventional,52537.96,1374.33,0,53912.29
organic,1451.1,0,0,1451.1
conventional,107215.4,2234.66,5.31,109455.37
organic,2459.63,0,0,2459.63
conventional,30834.06,32786.33,805.18,64425.57
organic,1373.33,2141.17,0,3514.5
conventional,29553.3,5482.53,1134.58,36170.41
organic,1130.31,120.59,0,1250.9
conventional,97450.44,13677.78,14.36,111142.58
organic,2113.33,0,0,2113.33
conventional,54092.42,48272.76,0,102365.18
organic,2923.33,6940.94,0,9864.27
conventional,99704.49,473.7,4391.02,104569.21
organic,1140,264.63,0,1404.63
conventional,69329.04,3169.54,57.9,72556.48
organic,613.33,0,0,613.33
conventional,697812.88,114519.6,12664.89,824997.37
organic,20700.55,3586.07,0,24286.62
conventional,75825.42,1850.35,0,77675.77
organic,5723.59,0,0,5723.59
conventional,77718.63,3545.4,0,81264.03
organic,608.53,0,0,608.53
conventional,60498.92,75236.67,0,135735.59
organic,1106.67,0,0,1106.67
conventional,27937.4,15551.62,2322.8,45811.82
organic,1026.67,159.11,0,1185.78
conventional,19549.59,5894.05,0,25443.64
organic,850,0,0,850
conventional,38263.99,299.48,0,38563.47
organic,453.33,14.26,0,467.59
conventional,311497.6,15650.13,1604.43,328752.16
organic,9906.96,0,0,9906.96
conventional,11944.24,7667.38,309.45,19921.07
organic,532.64,93.9,0,626.54
conventional,47346.87,22049.54,0,69396.41
organic,1633.33,0,0,1633.33
conventional,588931.15,33275.04,772.74,622978.93
organic,31682.71,1222.85,0,32905.56
conventional,22958.63,3555.59,0,26514.22
organic,916.67,23.7,0,940.37
conventional,69335.51,3281.29,0,72616.8
organic,1080,0,0,1080
conventional,271636.2,68163.62,0,339799.82
organic,8738.86,0,0,8738.86
conventional,909308.32,108119.32,1.63,1017429.27
organic,39361.95,181.38,0,39543.33
conventional,50606.6,302.22,0,50908.82
organic,5915,0,0,5915
conventional,33996.64,15334.85,0,49331.49
organic,1346.67,0,0,1346.67
conventional,106813.89,14953.22,1.5,121768.61
organic,4864.1,0,0,4864.1
conventional,68487.04,0,0,68487.04
organic,2513.33,4.96,0,2518.29
conventional,19742.03,17962.05,0,37704.08
organic,1233.27,212.17,0,1445.44
conventional,269498.52,734.29,826.82,271059.63
organic,15943.23,1400.71,0,17343.94
conventional,52751.04,220.46,3.88,52975.38
organic,0,1019.63,0,1019.63
conventional,65493.35,144.7,0,65638.05
organic,2947.28,15.81,0,2963.09
conventional,51568.09,0,0,51568.09
organic,2553.33,102.18,0,2655.51
conventional,31447.87,100.17,0,31548.04
organic,2096.67,125.98,0,2222.65
conventional,50002.75,0,0,50002.75
organic,160.07,0,0,160.07
conventional,42719.72,5102.13,0,47821.85
organic,654.23,0,0,654.23
conventional,95539.75,803.34,116.92,96460.01
organic,18.46,0,0,18.46
conventional,69941.69,8.24,16.32,69966.25
organic,0,2048.14,0,2048.14
conventional,58373.46,4466.78,0,62840.24
organic,1109.39,347.27,0,1456.66
conventional,537992.32,175511.51,28.37,713532.2
organic,22753.34,111.93,0,22865.27
conventional,413603.79,114973.84,0,528577.63
organic,12209.65,4084.04,0,16293.69
conventional,7514.21,4.04,0,7518.25
organic,0,266.89,0,266.89
conventional,41663.6,0,0,41663.6
organic,153.33,0,0,153.33
conventional,21318.18,237.78,0,21555.96
organic,1719.12,0,0,1719.12
conventional,55747.85,18020.44,0,73768.29
organic,1843.33,0,0,1843.33
conventional,4583726.82,673149.42,16090.51,5272966.75
organic,169302.64,27901.26,0,197203.9
conventional,524272.88,98774.76,31.45,623079.09
organic,14940.27,17314.31,0,32254.58
conventional,85848.21,2343.81,0,88192.02
organic,4715.39,10.3,0,4725.69
conventional,9989.59,381.1,0,10370.69
organic,1289.65,0,0,1289.65
conventional,34911.7,11625.94,37.59,46575.23
organic,0,2731.55,0,2731.55
conventional,193130.9,4733.86,0,197864.76
organic,923.3,0,0,923.3
conventional,4445.9,0,0,4445.9
organic,366.67,200.74,0,567.41
conventional,101931.87,624.45,0,102556.32
organic,1042.3,0,0,1042.3
conventional,54046.49,111.11,0,54157.6
organic,577.41,0,0,577.41
conventional,632903.55,27625.15,1998.56,662527.26
organic,7122.71,0,0,7122.71
conventional,51028.01,1442.08,0,52470.09
organic,1282.32,0,0,1282.32
conventional,93312.94,3914.88,26.59,97254.41
organic,1243.15,0,0,1243.15
conventional,19570.41,37402.27,863.75,57836.43
organic,96.67,744.72,0,841.39
conventional,18487.57,3462.12,679.76,22629.45
organic,291.55,626.19,0,917.74
conventional,90708.11,11780,7.08,102495.19
organic,3373.33,0,0,3373.33
conventional,50621.03,42905.63,0,93526.66
organic,1813.33,11268.67,0,13082
conventional,62158.56,1375.92,3543.84,67078.32
organic,515.71,1894.05,0,2409.76
conventional,45347.61,3244.22,15.36,48607.19
organic,385.77,36.4,0,422.17
conventional,498932.31,114147.11,8958.58,622038
organic,8669.15,5491.34,0,14160.49
conventional,72181.56,2448.95,0,74630.51
organic,2080.45,0,0,2080.45
conventional,65306.48,3063.77,0,68370.25
organic,409.45,0,0,409.45
conventional,62352.87,48169.23,0,110522.1
organic,1943.33,0,0,1943.33
conventional,24140.96,16954.05,818.68,41913.69
organic,121.72,189.51,0,311.23
conventional,17130.38,6772.94,0,23903.32
organic,513.33,0,0,513.33
conventional,34915.51,371.41,0,35286.92
organic,66.67,35.5,0,102.17
conventional,313898.03,16220.47,1939.47,332057.97
organic,6218.46,0,0,6218.46
conventional,9906.76,6777.06,299.27,16983.09
organic,796.67,128.38,0,925.05
conventional,38984.8,24940.33,0,63925.13
organic,1333.33,0,0,1333.33
conventional,578103.5,34641.93,2080.36,614825.79
organic,16137.24,1591.04,0,17728.28
conventional,21886.31,3381.7,1114.76,26382.77
organic,263.33,125.94,0,389.27
conventional,58352.29,4113.74,0,62466.03
organic,2593.33,0,0,2593.33
conventional,258642.39,65119.11,0,323761.5
organic,5855.14,0,0,5855.14
conventional,843930.39,92714,0,936644.39
organic,23398.38,102.97,0,23501.35
conventional,48390.8,42.22,0,48433.02
organic,4904.42,0,0,4904.42
conventional,34513.35,15333.03,0,49846.38
organic,896.67,0,0,896.67
conventional,102101.2,14118.92,0,116220.12
organic,2384.32,0,0,2384.32
conventional,67422.51,0,0,67422.51
organic,1056.67,9.9,0,1066.57
conventional,17661.43,5901.98,0,23563.41
organic,357.87,122.26,0,480.13
conventional,300231.39,3729.66,943.89,304904.94
organic,15944.5,1674.91,0,17619.41
conventional,58756.28,0,0,58756.28
organic,0,2144.12,0,2144.12
conventional,68114.58,186.8,0,68301.38
organic,550.86,19.45,0,570.31
conventional,44199.13,0,0,44199.13
organic,2603.33,98.91,0,2702.24
conventional,27985.7,348.89,0,28334.59
organic,1323.33,236.57,0,1559.9
conventional,48082.12,0,0,48082.12
organic,217.16,0,0,217.16
conventional,37920.39,5268.51,7.39,43196.29
organic,343.16,0,0,343.16
conventional,93761.35,862.22,6.16,94629.73
organic,15.41,0,0,15.41
conventional,79057.76,8.42,12.64,79078.82
organic,0,203.43,0,203.43
conventional,58791.05,5170.75,0,63961.8
organic,823.33,639.56,0,1462.89
conventional,522678.26,130674.88,14.02,653367.16
organic,20733.33,376.87,0,21110.2
conventional,375572.97,123875.82,56.45,499505.24
organic,9653.34,4823.23,0,14476.57
conventional,8878.55,0,0,8878.55
organic,0,18.6,0,18.6
conventional,50190.73,153.33,0,50344.06
organic,20,0,0,20
conventional,19020.75,22.22,0,19042.97
organic,712.11,0,0,712.11
conventional,46495.52,17531.34,0,64026.86
organic,1443.33,0,0,1443.33
conventional,4287621.56,614904.92,14064.72,4916591.2
organic,109325.32,35905.97,0,145231.29
conventional,535269.21,87496.38,12.87,622778.46
organic,7666.67,21845.62,0,29512.29
conventional,86399.27,2695.13,0,89094.4
organic,1316.67,0,0,1316.67
conventional,9252.6,497.06,0,9749.66
organic,1007.67,0,0,1007.67
conventional,40495.12,21766.54,13.44,62275.1
organic,0,395.55,0,395.55
conventional,171699.95,4685.67,0,176385.62
organic,352.36,0,0,352.36
conventional,3311.77,0,0,3311.77
organic,50,90.42,0,140.42
conventional,102204.17,460.01,0,102664.18
organic,1627.44,10,0,1637.44
conventional,71288.59,55.56,0,71344.15
organic,383.33,0,0,383.33
conventional,681403.86,30058.97,1546.29,713009.12
organic,7302.71,0,0,7302.71
conventional,56443.98,2967.67,0,59411.65
organic,1133.97,0,0,1133.97
conventional,87394.44,2925.41,39.05,90358.9
organic,273.33,0,0,273.33
conventional,11317.29,31773.08,5732.14,48822.51
organic,106.67,27.29,0,133.96
conventional,9158.76,2691.96,4470.47,16321.19
organic,137.47,38.02,0,175.49
conventional,88559.01,9991.57,11.93,98562.51
organic,2906.67,0,0,2906.67
conventional,47368.3,35116.2,0,82484.5
organic,543.33,11661.8,0,12205.13
conventional,44419.39,754.44,17997.24,63171.07
organic,13.33,58.79,0,72.12
conventional,57118.41,2105.9,412.43,59636.74
organic,3.33,0,0,3.33
conventional,453829.96,105804.36,45576.8,605211.12
organic,1992.35,493.6,0,2485.95
conventional,57777.32,2457.87,0,60235.19
organic,732.35,0,0,732.35
conventional,53990.12,2646.83,0,56636.95
organic,423.83,0,0,423.83
conventional,71977.68,50897.86,0,122875.54
organic,1130,0,0,1130
conventional,19721.51,16305.28,2708.25,38735.04
organic,3.33,42.51,0,45.84
conventional,19581.38,15341.92,0,34923.3
organic,923.33,0,0,923.33
conventional,38187.21,650.96,0,38838.17
organic,690.23,0,0,690.23
conventional,275797.37,17691.29,1459.53,294948.19
organic,6243.6,0,0,6243.6
conventional,7992.82,12576.61,1813.78,22383.21
organic,113.33,160.55,0,273.88
conventional,51350.08,53122.31,0,104472.39
organic,590,11.26,0,601.26
conventional,560370.06,53740.87,4013.11,618124.04
organic,7426.95,3129.9,0,10556.85
conventional,22501.23,6833.78,89.88,29424.89
organic,306.67,748.97,0,1055.64
conventional,68626.59,8377.23,0,77003.82
organic,2110,0,0,2110
conventional,223369.68,60005.77,0,283375.45
organic,1330.45,0,0,1330.45
conventional,782209.83,87477.36,0,869687.19
organic,18247.64,11.45,0,18259.09
