average_price,plu_4046,plu_4225,plu_4770,geography
1.68,41.71,778.93,0,Indianapolis
1.21,62181.18,9886.68,375.65,Jacksonville
1.71,892.03,63.04,14.27,Jacksonville
1.01,108258.88,162192.25,4610.86,Las Vegas
1.68,3705.92,2718.76,0,Las Vegas
0.9,1673425.82,582236.24,58216.26,Los Angeles
1.29,36957.13,2213.06,0,Los Angeles
1,6359.25,59424.49,1307.44,Louisville
1.61,13.52,823.66,0,Louisville
1.25,249833.46,35897.43,34.5,Miami/Ft. Lauderdale
1.72,945.33,0,0,Miami/Ft. Lauderdale
1.06,732854.05,1222159.62,159491.59,Midsouth
1.58,7824.43,26491.71,4388.15,Midsouth
0.94,125785.83,8119.73,9717.73,Nashville
1.64,249.82,2704.37,124.35,Nashville
0.93,169656.18,8648.32,202.67,New Orleans/Mobile
1.53,392,50.67,0,New Orleans/Mobile
1.11,26781.64,1310966.23,2996.36,New York
1.95,1793.84,10974.3,16.7,New York
1.09,128978.49,3354876.63,7219.81,Northeast
1.85,2547.81,19979.96,38.35,Northeast
1.03,4606.01,308443.03,33.62,Northern New England
1.88,0,522.91,0,Northern New England
1.23,137587.02,24318.2,99.17,Orlando
1.75,1576.49,36.31,0,Orlando
1.09,26219.21,336509.39,1353.94,Philadelphia
1.76,253.27,1031.48,7.81,Philadelphia
0.64,881998.68,184023.21,5517,Phoenix/Tucson
1.55,9275.33,1356.02,0,Phoenix/Tucson
1.38,1904.73,37355.04,990.22,Pittsburgh
1.6,427.12,371.43,0,Pittsburgh
0.98,1077511.79,490403.56,12488.08,Plains
1.54,3906.27,26987.91,32.13,Plains
1.08,161940.61,232248.98,13386.63,Portland
1.23,16202.53,32480.02,6.22,Portland
1.14,68078.13,47671.39,33712.03,Raleigh/Greensboro
1.73,56.66,2117.25,855.4,Raleigh/Greensboro
1.06,74594.17,81138.97,7883.33,Richmond/Norfolk
1.55,103.88,1872.21,444.17,Richmond/Norfolk
1.02,78195.76,38763.75,134.25,Roanoke
1.44,81.91,3221.39,0,Roanoke
0.98,144586.53,237751.75,9798.79,Sacramento
1.5,3831.1,3186.51,0,Sacramento
0.98,229118.81,162856.34,14251.47,San Diego
1.29,13016.65,926.02,0,San Diego
0.92,252068.6,581737.42,20265.96,San Francisco
1.35,17561.23,9396.92,0,San Francisco
1.08,153475.96,257164.75,10978.6,Seattle
1.4,8561.32,34897.03,32.96,Seattle
1.06,169169.05,41468.74,12641.17,South Carolina
1.56,475.63,2142.16,552.27,South Carolina
0.73,3323430.66,1927404.12,75885.05,South Central
1.39,28170.54,6886.82,0,South Central
1.11,1871661.73,226039.73,18310.04,Southeast
1.51,10197.75,16658.11,792.54,Southeast
1.03,28901.01,36736.53,3175.96,Spokane
1.43,1103.65,3973.9,1.82,Spokane
1.09,140791.53,31995.56,48.87,St. Louis
1.89,1601.65,1352.79,0,St. Louis
1.25,1093.76,26366.48,14.2,Syracuse
1.65,0,114.59,0,Syracuse
1.19,155193.87,21932.31,59,Tampa
1.65,883,7.2,0,Tampa
0.95,13308193.4,13381347.54,737939.45,Total U.S.
1.48,215657.99,273897.84,5316.55,Total U.S.
0.89,2749122.29,2418817,76305.42,West
1.4,64858.54,116792.77,65.38,West
0.72,539280.41,175207.31,13717.57,West Tex/New Mexico
1.66,2240.97,2867.38,0,West Tex/New Mexico
1.06,986.66,30045.51,222.42,Albany
1.81,22.74,83.02,0,Albany
1.06,364446.77,17420.41,638.18,Atlanta
1.46,1449.86,5216.4,0,Atlanta
1.25,49751.74,361677.37,45900.05,Baltimore/Washington
1.56,5709.5,3782.28,777.82,Baltimore/Washington
1.14,41547.87,7840.31,6492.94,Boise
1.62,11.21,891.63,0,Boise
1.2,3794.97,281106.45,143.41,Boston
1.91,18.98,678.93,0,Boston
1.44,1520.76,43271.55,57.76,Buffalo/Rochester
1.65,12.86,123.93,0,Buffalo/Rochester
0.96,3315163.6,1620462.13,169907.54,California
1.52,85444.97,21689.75,0,California
1.22,28227.83,38591.73,40430.51,Charlotte
1.92,219.08,1098.75,1056.49,Charlotte
1.17,29711.82,488591.6,110446.6,Chicago
1.81,948.53,8233.79,0,Chicago
0.94,4399.26,122866.03,3067.22,Cincinnati/Dayton
1.22,264.74,9452.15,0,Cincinnati/Dayton
1.05,52221.93,20939.99,8939.85,Columbus
1.64,374.59,2597.56,0,Columbus
0.77,625813.98,299799.46,12656.97,Dallas/Ft. Worth
1.41,7081.47,827.1,0,Dallas/Ft. Worth
1.12,116907.81,404107.32,7797.57,Denver
1.44,2347.47,7061.55,12.76,Denver
1.16,100594.59,31170.09,41639.69,Detroit
1.82,434.7,5742.58,0,Detroit
1.21,1659.05,67025.59,4215.01,Grand Rapids
1.88,17.75,566.64,0,Grand Rapids
1.15,390973.21,1331420.43,237030.33,Great Lakes
1.65,3633.54,40867.13,0,Great Lakes
1.22,28592.73,85311.1,503.53,Harrisburg/Scranton
1.65,49.13,261.1,16.03,Harrisburg/Scranton
1.39,3681.09,138690.77,216.75,Hartford/Springfield
2.13,304.33,1797.05,0,Hartford/Springfield
0.73,571823.28,364817.51,5598.15,Houston
1.29,8813.11,586.72,0,Houston
1.3,5833.67,75495.03,4664.15,Indianapolis
1.77,88.99,956.36,0,Indianapolis
1.24,70695.14,9457.72,595.88,Jacksonville
1.82,1079.86,45.39,16.72,Jacksonville
1.12,101363.74,111729.04,3869.22,Las Vegas
1.79,3336.65,2622.79,0,Las Vegas
0.83,2146773.46,408395.74,62511.83,Los Angeles
1.43,33427.07,1026.28,0,Los Angeles
1.13,3843.22,50486.3,1394.17,Louisville
1.75,12.71,745.28,0,Louisville
1.29,243991.59,34941.84,77.29,Miami/Ft. Lauderdale
1.75,908.96,2.55,0,Miami/Ft. Lauderdale
1.17,634266.43,982380.32,206499.63,Midsouth
1.48,7426.1,34306.93,4067.67,Midsouth
1.03,109047.7,9817.42,11085.73,Nashville
1.11,244.59,8525.9,89.76,Nashville
1.02,155288.64,11863.71,253.04,New Orleans/Mobile
1.48,208.55,56.15,0,New Orleans/Mobile
1.36,17342.31,688201.27,2659.51,New York
1.91,2255.75,15250.35,49.9,New York
1.29,88056.2,1958075.38,7773.07,Northeast
1.84,3633.89,21385.14,78.86,Northeast
1.11,2897.82,232117.81,33.13,Northern New England
1.87,7.88,590.77,0,Northern New England
1.26,139189.15,21210.42,37.33,Orlando
1.85,1386.9,41.34,0,Orlando
1.34,15920.85,210874.58,1259.97,Philadelphia
1.68,280.4,1672.25,19.9,Philadelphia
0.6,938840.55,143378.43,5938.72,Phoenix/Tucson
1.66,7842.64,1205.1,0,Phoenix/Tucson
1.43,1773.89,32544.28,1559.04,Pittsburgh
1.71,617.91,248.56,0,Pittsburgh
1.05,847328.77,409541.36,17649.52,Plains
1.68,4337.72,19892.57,32.1,Plains
1.23,140491.93,153003.62,16459.01,Portland
1.51,10884.59,10887.79,32.61,Portland
1.21,66005.8,55126.76,48502.71,Raleigh/Greensboro
1.69,30.58,1862.3,712.15,Raleigh/Greensboro
1.13,70877.95,77855.03,10942.01,Richmond/Norfolk
1.59,126.73,1701.25,408.87,Richmond/Norfolk
1.07,68986.21,39203.72,87.02,Roanoke
1.46,57.87,3264.82,0,Roanoke
1.13,134992.29,194031.02,10273.69,Sacramento
1.63,3520.52,3406.08,0,Sacramento
0.94,303637.72,127874.99,15333.5,San Diego
1.49,11531.38,555.56,0,San Diego
1.23,176265.06,414826.51,27243.31,San Francisco
1.55,16514.7,8294.37,0,San Francisco
1.33,114014.9,171966.91,8106.15,Seattle
1.59,11802.78,22861.04,51.25,Seattle
1.11,163447.93,40081.18,14735.34,South Carolina
1.72,458.81,1289.81,428.31,South Carolina
0.8,3046997.7,1421557.06,93961.98,South Central
1.39,32655.36,7467.65,0,South Central
1.16,1820564.15,219336.78,21706.04,Southeast
1.64,9542.72,10814.64,666.44,Southeast
1.24,24008.4,22723.92,2683.92,Spokane
1.51,1630.04,2660.43,0,Spokane
1.23,88022.48,33530.37,41.17,St. Louis
1.82,1691.45,2272.83,0,St. Louis
1.35,880.54,19621.76,7.48,Syracuse
1.72,0,47.64,0,Syracuse
1.21,154111.87,20647.04,56.4,Tampa
1.75,990.32,2.4,0,Tampa
1.03,12626615.3,9783489.59,845653.52,Total U.S.
1.58,207650.64,228653.33,4950.01,Total U.S.
0.98,2483265.25,1840716.14,91125.41,West
1.58,60976.33,72229.53,104.93,West
0.78,520464.29,133695.54,12099.88,West Tex/New Mexico
1.7,2095.43,2610.02,0,West Tex/New Mexico
1.07,1088.38,35056.13,151,Albany
1.82,11.34,31.76,0,Albany
1.1,369316.29,18324.76,237.47,Atlanta
1.38,1780.63,7973.37,0,Atlanta
1.11,50501.07,445970.56,62611.61,Baltimore/Washington
1.19,12844.54,5815.13,667.62,Baltimore/Washington
0.99,50872,16374.74,2122.09,Boise
1.75,1.24,813.03,0,Boise
1.23,3232.68,251341.3,142.33,Boston
1.74,75.83,1062.64,0,Boston
1.41,1709.23,45393.96,131.72,Buffalo/Rochester
1.53,32.64,92.08,0,Buffalo/Rochester
0.96,3210177.22,1933699.49,172675.88,California
1.41,102232.31,25715.73,0,California
1.08,44679.57,48498.63,61590.31,Charlotte
1.9,198.13,1119.06,992.87,Charlotte
1.18,39072.26,533387.47,106178.47,Chicago
1.83,511.72,8648.92,0,Chicago
0.93,4431.56,134258.95,3240.16,Cincinnati/Dayton
1.23,258.35,9998.18,0,Cincinnati/Dayton
1.09,56131.64,26134.29,10603.51,Columbus
1.79,589.45,2581.64,0,Columbus
0.8,695493.39,305788.6,12580.26,Dallas/Ft. Worth
1.38,9117.48,851.3,0,Dallas/Ft. Worth
1,153410.25,584093.63,5686.33,Denver
1.4,4987.23,6082.18,28.78,Denver
1.15,99207.09,34703.33,46471.63,Detroit
1.85,651.55,5368.11,0,Detroit
1.31,1593.4,69934.93,4894.78,Grand Rapids
1.89,46.37,643.77,0,Grand Rapids
1.16,391400.93,1482033.31,246541.13,Great Lakes
1.68,3756.4,41242.41,0,Great Lakes
1.2,32241.22,83702.91,506.96,Harrisburg/Scranton
1.68,22.4,152.59,11.46,Harrisburg/Scranton
1.38,3632.57,142741.2,285.7,Hartford/Springfield
2.38,670.44,3747.31,2.64,Hartford/Springfield
0.82,520034.92,346617.64,6532.39,Houston
1.26,9480.2,595.45,0,Houston
1.34,4269.36,80442.92,5161.84,Indianapolis
1.87,104.69,1018.76,0,Indianapolis
1.1,79840.95,10684.39,1447.09,Jacksonville
1.77,955.93,49.18,4.8,Jacksonville
1.16,98669.04,103066.3,4731.85,Las Vegas
1.79,3979.49,3109.69,0,Las Vegas
0.83,2050402.87,505580.16,61573.28,Los Angeles
1.36,36585.77,905.94,0,Los Angeles
1.01,3122.61,77315.21,1217.83,Louisville
1.67,14.29,658.47,0,Louisville
1.24,256141.1,35032.65,67.64,Miami/Ft. Lauderdale
1.92,1140.99,19.2,0,Miami/Ft. Lauderdale
1.1,632670.12,1209150.04,295228.18,Midsouth
1.4,15459.67,35943.26,4053.24,Midsouth
1.05,101095.06,10053.42,13693.83,Nashville
1.32,299.83,8060.61,53.9,Nashville
0.92,178792.99,10819.78,346.88,New Orleans/Mobile
1.52,342.26,16.3,0,New Orleans/Mobile
1.33,18716.23,757987.66,2885,New York
2.21,3471.14,9549.06,43.85,New York
1.29,92283.05,2003076.22,7049.52,Northeast
1.9,5183.02,17737.13,65.89,Northeast
1.13,2875.24,217477.35,23.63,Northern New England
1.82,6.76,873.74,0,Northern New England
1.18,151270.02,22481.35,66.79,Orlando
1.76,1346.61,31.51,0,Orlando
1.36,14876.71,214953.17,1353.67,Philadelphia
1.75,255.58,1244.41,14.17,Philadelphia
0.63,925363.02,163229.81,6791.95,Phoenix/Tucson
1.59,8585.87,1454.55,0,Phoenix/Tucson
1.26,1496.07,42829.11,1187.76,Pittsburgh
1.71,889.62,56.29,0,Pittsburgh
1.08,818736.11,430679.66,20287.44,Plains
1.66,5100.04,17771.09,9.16,Plains
1.11,117115.76,287695.04,15574.43,Portland
1.38,17377.6,9920.09,34.1,Portland
1.11,65910.74,69081.33,69371.34,Raleigh/Greensboro
1.77,31.72,2088.94,801.67,Raleigh/Greensboro
1.1,75550.59,89874.92,17018.36,Richmond/Norfolk
1.51,87.31,2167.08,487.95,Richmond/Norfolk
1.09,55931.84,45806.33,43.06,Roanoke
1.36,126.76,3417.19,0,Roanoke
1.14,137425.32,216791.05,11561.59,Sacramento
1.51,5027.44,3605.45,0,Sacramento
0.92,301983.87,151869.53,14484.65,San Diego
1.44,10994.31,483.78,0,San Diego
1.23,165066.61,502502.44,27811.91,San Francisco
1.39,25492.53,11724.78,0,San Francisco
1.11,106012.21,353201.96,10013.75,Seattle
1.5,13839.32,20645.52,83.21,Seattle
1.02,193228.98,45809.76,23875.57,South Carolina
1.69,484.16,1876.73,412.03,South Carolina
0.85,3077730.66,1408136.41,81708.29,South Central
1.37,43057.55,6627.71,0,South Central
1.11,1960713.06,236520.37,34466.49,Southeast
1.59,10316.9,15076.29,586.36,Southeast
1.03,25370.99,45291.88,2537.35,Spokane
1.41,2067.41,2588.45,0,Spokane
1.32,75717.36,36667.64,58.03,St. Louis
1.8,1268.18,1776.16,0,St. Louis
1.33,1098.61,21441.05,41.7,Syracuse
1.57,3.71,50.55,0,Syracuse
1.12,167595.76,22043.38,39.19,Tampa
1.68,965.43,8.38,0,Tampa
1.02,12628562.36,11354281.64,937138.85,Total U.S.
1.51,272594.88,230342.87,4883.55,Total U.S.
0.95,2444851.21,2650986.14,79181.93,West
1.48,87488.99,70229.26,168.9,West
0.85,455087.17,121269.48,16470.86,West Tex/New Mexico
1.71,2209.31,3488.67,0,West Tex/New Mexico
0.99,629.46,45633.34,181.49,Albany
1.76,32.82,105.25,0,Albany
0.99,441544,21183.7,347.78,Atlanta
1.22,1683.31,12002.83,0,Atlanta
1.16,59039.85,498872.67,40241.65,Baltimore/Washington
1.58,7386.79,4112.33,732.79,Baltimore/Washington
1.06,40578,23738.56,3491.83,Boise
1.68,2.48,945.45,0,Boise
1.11,4106.42,383573.77,192.98,Boston
1.85,8.47,932.5,0,Boston
1.43,1032.92,41685.04,104.16,Buffalo/Rochester
1.55,17.44,126.08,0,Buffalo/Rochester
0.84,3516551.29,2460932.41,170580.54,California
1.15,178033.64,59786.79,0,California
1.18,45465.24,40006.65,34948.86,Charlotte
1.9,189.99,1371.06,1099.96,Charlotte
1.09,24137.05,637043.16,111791.06,Chicago
1.82,637.51,9823.85,0,Chicago
0.89,3610.46,157400.74,18680.72,Cincinnati/Dayton
1.24,271.44,9758.15,0,Cincinnati/Dayton
1.03,55610.59,36034.55,25775.13,Columbus
1.86,397.22,2681.49,0,Columbus
0.82,665032.82,358628.24,12398.67,Dallas/Ft. Worth
1.29,9540.52,850.65,0,Dallas/Ft. Worth
1.03,101528.39,487873.51,5507.38,Denver
1.27,15769.31,11650.03,14.93,Denver
0.97,97605.68,101935.17,129285.88,Detroit
1.92,386.65,5898.07,0,Detroit
0.95,1355.2,182093.72,26454.42,Grand Rapids
1.84,32.69,506.75,0,Grand Rapids
1.02,353818.94,2135517.89,478701.64,Great Lakes
1.69,3154.34,43284.57,0,Great Lakes
1.07,28899.98,134019.55,614.07,Harrisburg/Scranton
1.74,44.66,266.54,7.83,Harrisburg/Scranton
1.12,4547.97,250129.65,271.71,Hartford/Springfield
2.17,59.15,2158.92,2.63,Hartford/Springfield
0.87,481279.09,391780.92,4149.71,Houston
1.2,9766.77,580.43,0,Houston
1.13,4876.24,110740.95,14372.16,Indianapolis
1.79,54.96,948.84,0,Indianapolis
1.01,121358.37,13685.85,570.69,Jacksonville
1.75,1007.45,30.16,25.34,Jacksonville
1.05,92829.75,151163.75,12440.57,Las Vegas
1.61,4161.89,2885.72,0,Las Vegas
0.75,2145439.03,592196.29,61863.94,Los Angeles
1.14,49177.6,1680.02,0,Los Angeles
1.02,1553.83,53158.82,6909.13,Louisville
1.65,0,1077.97,0,Louisville
1.01,484615.92,60307.81,41.65,Miami/Ft. Lauderdale
1.75,1033.03,2.55,0,Miami/Ft. Lauderdale
1.14,620672.44,1151353.87,182873.34,Midsouth
1.61,9303.87,29547.34,4471.19,Midsouth
0.99,121799.85,9712.84,10894.89,Nashville
1.76,217.89,3226.75,101.08,Nashville
1.08,138924.43,16229.64,384.82,New Orleans/Mobile
1.54,300,35.45,0,New Orleans/Mobile
1.18,19919.91,1025372.06,2849.43,New York
2,5138.97,10612.61,10.07,New York
1.15,88609.28,2790180.2,7317.59,Northeast
1.85,5884.52,17398.87,26.54,Northeast
1.05,2266.45,310490.26,41.26,Northern New England
1.82,5.63,870.75,0,Northern New England
1,227527.01,26599.79,114.63,Orlando
1.7,1222.61,28.85,0,Orlando
1.24,16329.41,267027.05,1528.3,Philadelphia
1.83,227.3,1390.5,7.42,Philadelphia
0.7,755408.34,198955.65,12551.58,Phoenix/Tucson
1.37,11419.13,1565.66,0,Phoenix/Tucson
1.25,841.5,39074.28,1225.82,Pittsburgh
1.63,754.95,51.47,0,Pittsburgh
1.09,854129.32,460986.95,11417.67,Plains
1.7,5052.36,17469.75,18.33,Plains
0.94,138994.95,359783.57,16252.3,Portland
1.32,17519.03,12225.23,35.68,Portland
1.2,57245.09,55213.6,36330.01,Raleigh/Greensboro
1.73,55.87,2571.34,931.25,Raleigh/Greensboro
1.13,53902.85,83985.84,9840.75,Richmond/Norfolk
1.47,145.94,2466.7,411.51,Richmond/Norfolk
1.11,45568.34,38348.5,79.57,Roanoke
1.33,70.22,4546.72,0,Roanoke
1.02,143867.37,256090.11,13870.37,Sacramento
1.22,25103.48,19850.03,0,Sacramento
0.83,317625.55,202619.21,14036.07,San Diego
1.09,18706.98,795.47,0,San Diego
0.95,251296.88,697969.61,22240.62,San Francisco
1.09,34980.14,14818.37,0,San Francisco
1.07,162940.98,327299.85,12576.63,Seattle
1.71,8762.48,14933.22,226.27,Seattle
1.05,213315.88,42197.08,13638.46,South Carolina
1.52,466.91,2571.07,530.63,South Carolina
0.87,2944928.22,1629785.85,90167.62,South Central
1.34,40561.64,5847.24,0,South Central
1.01,2682065.6,281502.89,19429.67,Southeast
1.46,9547.92,20649.03,728.08,Southeast
1.03,26800.27,44707.74,2869.92,Spokane
1.58,1237.7,2113.94,7.28,Spokane
1.24,93746.89,39403.61,100.73,St. Louis
1.85,1100.28,2330.76,0,St. Louis
1.32,728.61,22776.67,53.84,Syracuse
1.59,0,98.86,0,Syracuse
1,258084.33,27867.24,38.19,Tampa
1.63,787.15,7.19,0,Tampa
0.97,13282222.98,13733124.48,1070576.07,Total U.S.
1.4,361996.84,275458.57,5556.02,Total U.S.
0.95,2221447.89,2822864.41,110088.02,West
1.4,110458.55,81474.98,311.88,West
0.84,439115.27,167245.85,28226.16,West Tex/New Mexico
1.64,2206.18,2725.29,0,West Tex/New Mexico
1.07,795.68,30370.64,159.05,Albany
1.79,49.73,331.14,0,Albany
1.1,361559.22,15788.71,236.97,Atlanta
1.22,1579.22,11705.02,0,Atlanta
1.26,55284.8,367670.93,42267.91,Baltimore/Washington
1.56,6590.46,3908.46,745.13,Baltimore/Washington
1.14,45879.84,7206.22,7403.75,Boise
1.5,9.95,3799.34,0,Boise
1.17,3425.53,290512.65,78.96,Boston
1.91,29.07,945.32,0,Boston
1.35,1072.46,61973.56,102.31,Buffalo/Rochester
1.56,9.28,94.74,0,Buffalo/Rochester
0.96,3484274.6,1649936.05,184720.58,California
1.48,75016.11,21619.82,0,California
1.25,29980.15,39244.64,36249.61,Charlotte
1.84,215.98,1312.61,1163.42,Charlotte
1.18,27489.32,523118,112934.4,Chicago
1.62,818.74,13266.68,0,Chicago
0.87,3470.71,147536.24,3678.29,Cincinnati/Dayton
1.17,251.86,9304.08,0,Cincinnati/Dayton
0.95,56323.87,37382.46,11404.82,Columbus
1.84,317.1,2943.26,7.45,Columbus
0.75,724775.83,371564.05,11201.82,Dallas/Ft. Worth
1.39,5946.47,498.15,0,Dallas/Ft. Worth
1.03,118578.11,491584.39,7264.83,Denver
1.09,34792.41,26156.12,45.91,Denver
1.01,97420.1,29942.92,46763.06,Detroit
1.83,517.12,6512.03,0,Detroit
1.08,1783.51,68592.44,3903.17,Grand Rapids
1.78,69.48,493.14,0,Grand Rapids
1.04,380674.2,1675102.29,253978.78,Great Lakes
1.6,3590.18,46265.47,10.54,Great Lakes
1.15,38517.23,75750.79,334.13,Harrisburg/Scranton
1.6,18.08,353.34,0,Harrisburg/Scranton
1.43,3253.02,125712.73,145.3,Hartford/Springfield
2.18,152.85,2524.64,0,Hartford/Springfield
0.78,507328.95,517669.77,5321.52,Houston
1.31,7483.56,622.23,0,Houston
1.07,6082.65,97697.59,10846.32,Indianapolis
1.69,70.33,949.01,0,Indianapolis
1.24,77300.18,8997.99,745.39,Jacksonville
1.81,1300.23,53.2,18.14,Jacksonville
1.01,114868.1,132275.9,5339.34,Las Vegas
1.78,2676.09,2766.99,0,Las Vegas
0.86,2005781.71,400644.42,62567.6,Los Angeles
1.35,31604.04,769.47,0,Los Angeles
1.18,2777.27,38415.34,1615.17,Louisville
1.72,2.38,912.87,0,Louisville
1.3,253963.7,32888.65,62.9,Miami/Ft. Lauderdale
1.69,1060,15.26,0,Miami/Ft. Lauderdale
1.21,545690.6,949015.34,179824.24,Midsouth
1.62,8451.96,27277.29,4616.93,Midsouth
1.08,104187.91,7723.68,10813.59,Nashville
1.8,213.26,2967.69,110,Nashville
1.06,163007.69,12379.43,269.87,New Orleans/Mobile
1.65,486.52,8.2,0,New Orleans/Mobile
1.36,31886.43,755537.72,2109.98,New York
1.9,2620.8,8510.42,34.3,New York
1.27,113602.19,2111936.1,7864.97,Northeast
1.79,3991.62,17082.17,38.58,Northeast
1.09,2507.83,234532.06,15.02,Northern New England
1.87,32.68,809.1,0,Northern New England
1.27,149785.3,19868.22,86.78,Orlando
1.75,1382.97,52.89,0,Orlando
1.4,19780.09,207010.01,1051.07,Philadelphia
1.63,284.64,1349.92,8.83,Philadelphia
0.72,824092.39,143842.58,5737.48,Phoenix/Tucson
1.52,8912.48,1115.21,0,Phoenix/Tucson
0.95,2148.75,116151.4,3731.73,Pittsburgh
1.65,561.33,330.67,0,Pittsburgh
1.11,838161.13,412581.04,9283.84,Plains
1.68,3482.6,12593.96,13.73,Plains
1.17,147899.8,201529.6,17444.77,Portland
1.45,15501.22,44127.27,10.85,Portland
1.24,41324.65,54059.83,37877.54,Raleigh/Greensboro
1.74,86.46,2512.71,977.29,Raleigh/Greensboro
1.19,50712.87,64964.66,10295.75,Richmond/Norfolk
1.57,131.38,2471.16,488.5,Richmond/Norfolk
1.16,43783.88,36289.08,81.58,Roanoke
1.48,66.14,3761.84,0,Roanoke
1.12,152131.35,199610.67,13402.92,Sacramento
1.6,4923.8,4582.74,0,Sacramento
0.95,314550.25,127157.9,14754.16,San Diego
1.48,8439.16,375.38,0,San Diego
1.16,260192.19,442834.07,31289.15,San Francisco
1.56,12933.84,7159,0,San Francisco
1.24,170637.19,190973.9,8269.01,Seattle
1.62,7056.73,38276.41,95.23,Seattle
1.14,173429.19,39009.78,14400.7,South Carolina
1.53,498.38,2462.31,536.83,South Carolina
0.8,3215935.34,1855972.27,79560,South Central
1.44,28363.69,5523.96,0,South Central
1.18,1894002.38,199317.95,20683.77,Southeast
1.47,10517.69,19351.28,802.4,Southeast
1.18,35184.21,24432.93,2713.19,Spokane
1.55,1044.52,3523.26,1.82,Spokane
1.36,73956.89,31856.71,48.39,St. Louis
1.65,1432.51,675.78,0,St. Louis
1.28,796.52,23821.37,25.35,Syracuse
1.6,2.47,162.95,0,Syracuse
1.22,166383.8,19097.27,68.37,Tampa
1.65,832.54,5.98,0,Tampa
1.02,13013750.35,10973972.6,834009.15,Total U.S.
1.49,253078.17,327972.28,5658.7,Total U.S.
0.99,2541409.9,2120111.56,98092.96,West
1.37,119664.32,178258.33,176.53,West
0.73,568182.3,137012.17,12344.54,West Tex/New Mexico
1.59,2757.69,2923.89,0,West Tex/New Mexico
1.11,2128.26,30447.17,99.67,Albany
1.79,19.18,164.73,0,Albany
1.12,336172.08,16508.21,310.7,Atlanta
1.19,2004.93,9249.47,0,Atlanta
1.24,53400.14,395837.01,46596.22,Baltimore/Washington
1.59,6527.12,3390.64,745.35,Baltimore/Washington
1,51472.29,7018.29,2981.8,Boise
1.63,0,1209.68,0,Boise
1.25,6085.75,308996.7,111.59,Boston
1.99,19.04,904.23,0,Boston
1.47,3500.48,45688.61,66.42,Buffalo/Rochester
1.79,4.64,130.35,0,Buffalo/Rochester
1.06,2962520.41,1737353.95,194761.49,California
1.52,65441.32,21855.14,0,California
1.19,39138.41,48595.62,43739.93,Charlotte
1.87,205.39,1300.42,1102.84,Charlotte
1.09,30100.78,600833.1,98822.1,Chicago
1.64,990.98,12767.2,0,Chicago
0.94,3550.62,131234.14,3387.38,Cincinnati/Dayton
1.22,237.38,11231.53,0,Cincinnati/Dayton
1.01,90582.35,27040.2,9632.1,Columbus
1.65,406.97,2060.4,0,Columbus
0.72,726176.09,368421.28,14065.99,Dallas/Ft. Worth
1.34,7889.79,659.64,0,Dallas/Ft. Worth
1.03,160422.27,403060.76,5122.11,Denver
1.12,27916.18,27507.13,27.89,Denver
1.13,107980.24,31613.46,48302.85,Detroit
1.49,514.16,6238.51,0,Detroit
1.35,1621.03,69452.53,4214.32,Grand Rapids
1.87,94.18,813.47,0,Grand Rapids
1.1,475449.58,1626922.95,223788.7,Great Lakes
