average_price,4046,4225,4770,type,geography
1.68,3705.92,2718.76,0.0,organic,Las Vegas
0.9,1673425.82,582236.24,58216.26,conventional,Los Angeles
1.29,36957.13,2213.06,0.0,organic,Los Angeles
1.0,6359.25,59424.49,1307.44,conventional,Louisville
1.61,13.52,823.66,0.0,organic,Louisville
1.25,249833.46,35897.43,34.5,conventional,Miami/Ft. Lauderdale
1.72,945.33,0.0,0.0,organic,Miami/Ft. Lauderdale
0.94,125785.83,8119.73,9717.73,conventional,Nashville
1.64,249.82,2704.37,124.35,organic,Nashville
0.93,169656.18,8648.32,202.67,conventional,New Orleans/Mobile
1.53,392.0,50.67,0.0,organic,New Orleans/Mobile
1.11,26781.64,1310966.23,2996.36,conventional,New York
1.95,1793.84,10974.3,16.7,organic,New York
1.23,137587.02,24318.2,99.17,conventional,Orlando
1.75,1576.49,36.31,0.0,organic,Orlando
1.09,26219.21,336509.39,1353.94,conventional,Philadelphia
1.76,253.27,1031.48,7.81,organic,Philadelphia
0.64,881998.68,184023.21,5517.0,conventional,Phoenix/Tucson
1.55,9275.33,1356.02,0.0,organic,Phoenix/Tucson
1.38,1904.73,37355.04,990.22,conventional,Pittsburgh
1.6,427.12,371.43,0.0,organic,Pittsburgh
1.08,161940.61,232248.98,13386.63,conventional,Portland
1.23,16202.53,32480.02,6.22,organic,Portland
1.14,68078.13,47671.39,33712.03,conventional,Raleigh/Greensboro
1.73,56.66,2117.25,855.4,organic,Raleigh/Greensboro
1.06,74594.17,81138.97,7883.33,conventional,Richmond/Norfolk
1.55,103.88,1872.21,444.17,organic,Richmond/Norfolk
1.02,78195.76,38763.75,134.25,conventional,Roanoke
1.44,81.91,3221.39,0.0,organic,Roanoke
0.98,144586.53,237751.75,9798.79,conventional,Sacramento
1.5,3831.1,3186.51,0.0,organic,Sacramento
0.98,229118.81,162856.34,14251.47,conventional,San Diego
1.29,13016.65,926.02,0.0,organic,San Diego
0.92,252068.6,581737.42,20265.96,conventional,San Francisco
1.35,17561.23,9396.92,0.0,organic,San Francisco
1.08,153475.96,257164.75,10978.6,conventional,Seattle
1.4,8561.32,34897.03,32.96,organic,Seattle
1.06,169169.05,41468.74,12641.17,conventional,South Carolina
1.56,475.63,2142.16,552.27,organic,South Carolina
1.03,28901.01,36736.53,3175.96,conventional,Spokane
1.43,1103.65,3973.9,1.82,organic,Spokane
1.09,140791.53,31995.56,48.87,conventional,St. Louis
1.89,1601.65,1352.79,0.0,organic,St. Louis
1.25,1093.76,26366.48,14.2,conventional,Syracuse
1.65,0.0,114.59,0.0,organic,Syracuse
1.19,155193.87,21932.31,59.0,conventional,Tampa
1.65,883.0,7.2,0.0,organic,Tampa
0.72,539280.41,175207.31,13717.57,conventional,West Tex/New Mexico
1.66,2240.97,2867.38,0.0,organic,West Tex/New Mexico
1.06,986.66,30045.51,222.42,conventional,Albany
1.81,22.74,83.02,0.0,organic,Albany
1.06,364446.77,17420.41,638.18,conventional,Atlanta
1.46,1449.86,5216.4,0.0,organic,Atlanta
1.25,49751.74,361677.37,45900.05,conventional,Baltimore/Washington
1.56,5709.5,3782.28,777.82,organic,Baltimore/Washington
1.14,41547.87,7840.31,6492.94,conventional,Boise
1.62,11.21,891.63,0.0,organic,Boise
1.2,3794.97,281106.45,143.41,conventional,Boston
1.91,18.98,678.93,0.0,organic,Boston
1.44,1520.76,43271.55,57.76,conventional,Buffalo/Rochester
1.65,12.86,123.93,0.0,organic,Buffalo/Rochester
0.96,3315163.6,1620462.13,169907.54,conventional,California
1.52,85444.97,21689.75,0.0,organic,California
1.22,28227.83,38591.73,40430.51,conventional,Charlotte
1.92,219.08,1098.75,1056.49,organic,Charlotte
1.17,29711.82,488591.6,110446.6,conventional,Chicago
1.81,948.53,8233.79,0.0,organic,Chicago
0.94,4399.26,122866.03,3067.22,conventional,Cincinnati/Dayton
1.22,264.74,9452.15,0.0,organic,Cincinnati/Dayton
1.05,52221.93,20939.99,8939.85,conventional,Columbus
1.64,374.59,2597.56,0.0,organic,Columbus
0.77,625813.98,299799.46,12656.97,conventional,Dallas/Ft. Worth
1.41,7081.47,827.1,0.0,organic,Dallas/Ft. Worth
1.12,116907.81,404107.32,7797.57,conventional,Denver
1.44,2347.47,7061.55,12.76,organic,Denver
1.16,100594.59,31170.09,41639.69,conventional,Detroit
1.82,434.7,5742.58,0.0,organic,Detroit
1.21,1659.05,67025.59,4215.01,conventional,Grand Rapids
1.88,17.75,566.64,0.0,organic,Grand Rapids
1.22,28592.73,85311.1,503.53,conventional,Harrisburg/Scranton
1.65,49.13,261.1,16.03,organic,Harrisburg/Scranton
1.39,3681.09,138690.77,216.75,conventional,Hartford/Springfield
2.13,304.33,1797.05,0.0,organic,Hartford/Springfield
0.73,571823.28,364817.51,5598.15,conventional,Houston
1.29,8813.11,586.72,0.0,organic,Houston
1.3,5833.67,75495.03,4664.15,conventional,Indianapolis
1.77,88.99,956.36,0.0,organic,Indianapolis
1.24,70695.14,9457.72,595.88,conventional,Jacksonville
1.82,1079.86,45.39,16.72,organic,Jacksonville
1.12,101363.74,111729.04,3869.22,conventional,Las Vegas
1.79,3336.65,2622.79,0.0,organic,Las Vegas
0.83,2146773.46,408395.74,62511.83,conventional,Los Angeles
1.43,33427.07,1026.28,0.0,organic,Los Angeles
1.13,3843.22,50486.3,1394.17,conventional,Louisville
1.75,12.71,745.28,0.0,organic,Louisville
1.29,243991.59,34941.84,77.29,conventional,Miami/Ft. Lauderdale
1.75,908.96,2.55,0.0,organic,Miami/Ft. Lauderdale
1.03,109047.7,9817.42,11085.73,conventional,Nashville
1.11,244.59,8525.9,89.76,organic,Nashville
1.02,155288.64,11863.71,253.04,conventional,New Orleans/Mobile
1.48,208.55,56.15,0.0,organic,New Orleans/Mobile
1.36,17342.31,688201.27,2659.51,conventional,New York
1.91,2255.75,15250.35,49.9,organic,New York
1.26,139189.15,21210.42,37.33,conventional,Orlando
1.85,1386.9,41.34,0.0,organic,Orlando
1.34,15920.85,210874.58,1259.97,conventional,Philadelphia
1.68,280.4,1672.25,19.9,organic,Philadelphia
0.6,938840.55,143378.43,5938.72,conventional,Phoenix/Tucson
1.66,7842.64,1205.1,0.0,organic,Phoenix/Tucson
1.43,1773.89,32544.28,1559.04,conventional,Pittsburgh
1.71,617.91,248.56,0.0,organic,Pittsburgh
1.23,140491.93,153003.62,16459.01,conventional,Portland
1.51,10884.59,10887.79,32.61,organic,Portland
1.21,66005.8,55126.76,48502.71,conventional,Raleigh/Greensboro
1.69,30.58,1862.3,712.15,organic,Raleigh/Greensboro
1.13,70877.95,77855.03,10942.01,conventional,Richmond/Norfolk
1.59,126.73,1701.25,408.87,organic,Richmond/Norfolk
1.07,68986.21,39203.72,87.02,conventional,Roanoke
1.46,57.87,3264.82,0.0,organic,Roanoke
1.13,134992.29,194031.02,10273.69,conventional,Sacramento
1.63,3520.52,3406.08,0.0,organic,Sacramento
0.94,303637.72,127874.99,15333.5,conventional,San Diego
1.49,11531.38,555.56,0.0,organic,San Diego
1.23,176265.06,414826.51,27243.31,conventional,San Francisco
1.55,16514.7,8294.37,0.0,organic,San Francisco
1.33,114014.9,171966.91,8106.15,conventional,Seattle
1.59,11802.78,22861.04,51.25,organic,Seattle
1.11,163447.93,40081.18,14735.34,conventional,South Carolina
1.72,458.81,1289.81,428.31,organic,South Carolina
1.24,24008.4,22723.92,2683.92,conventional,Spokane
1.51,1630.04,2660.43,0.0,organic,Spokane
1.23,88022.48,33530.37,41.17,conventional,St. Louis
1.82,1691.45,2272.83,0.0,organic,St. Louis
1.35,880.54,19621.76,7.48,conventional,Syracuse
1.72,0.0,47.64,0.0,organic,Syracuse
1.21,154111.87,20647.04,56.4,conventional,Tampa
1.75,990.32,2.4,0.0,organic,Tampa
0.78,520464.29,133695.54,12099.88,conventional,West Tex/New Mexico
1.7,2095.43,2610.02,0.0,organic,West Tex/New Mexico
1.07,1088.38,35056.13,151.0,conventional,Albany
1.82,11.34,31.76,0.0,organic,Albany
1.1,369316.29,18324.76,237.47,conventional,Atlanta
1.38,1780.63,7973.37,0.0,organic,Atlanta
1.11,50501.07,445970.56,62611.61,conventional,Baltimore/Washington
1.19,12844.54,5815.13,667.62,organic,Baltimore/Washington
0.99,50872.0,16374.74,2122.09,conventional,Boise
1.75,1.24,813.03,0.0,organic,Boise
1.23,3232.68,251341.3,142.33,conventional,Boston
1.74,75.83,1062.64,0.0,organic,Boston
1.41,1709.23,45393.96,131.72,conventional,Buffalo/Rochester
1.53,32.64,92.08,0.0,organic,Buffalo/Rochester
0.96,3210177.22,1933699.49,172675.88,conventional,California
1.41,102232.31,25715.73,0.0,organic,California
1.08,44679.57,48498.63,61590.31,conventional,Charlotte
1.9,198.13,1119.06,992.87,organic,Charlotte
1.18,39072.26,533387.47,106178.47,conventional,Chicago
1.83,511.72,8648.92,0.0,organic,Chicago
0.93,4431.56,134258.95,3240.16,conventional,Cincinnati/Dayton
1.23,258.35,9998.18,0.0,organic,Cincinnati/Dayton
1.09,56131.64,26134.29,10603.51,conventional,Columbus
1.79,589.45,2581.64,0.0,organic,Columbus
0.8,695493.39,305788.6,12580.26,conventional,Dallas/Ft. Worth
1.38,9117.48,851.3,0.0,organic,Dallas/Ft. Worth
1.0,153410.25,584093.63,5686.33,conventional,Denver
1.4,4987.23,6082.18,28.78,organic,Denver
1.15,99207.09,34703.33,46471.63,conventional,Detroit
1.85,651.55,5368.11,0.0,organic,Detroit
1.31,1593.4,69934.93,4894.78,conventional,Grand Rapids
1.89,46.37,643.77,0.0,organic,Grand Rapids
1.2,32241.22,83702.91,506.96,conventional,Harrisburg/Scranton
1.68,22.4,152.59,11.46,organic,Harrisburg/Scranton
1.38,3632.57,142741.2,285.7,conventional,Hartford/Springfield
2.38,670.44,3747.31,2.64,organic,Hartford/Springfield
0.82,520034.92,346617.64,6532.39,conventional,Houston
1.26,9480.2,595.45,0.0,organic,Houston
1.34,4269.36,80442.92,5161.84,conventional,Indianapolis
1.87,104.69,1018.76,0.0,organic,Indianapolis
1.1,79840.95,10684.39,1447.09,conventional,Jacksonville
1.77,955.93,49.18,4.8,organic,Jacksonville
1.16,98669.04,103066.3,4731.85,conventional,Las Vegas
1.79,3979.49,3109.69,0.0,organic,Las Vegas
0.83,2050402.87,505580.16,61573.28,conventional,Los Angeles
1.36,36585.77,905.94,0.0,organic,Los Angeles
1.01,3122.61,77315.21,1217.83,conventional,Louisville
1.67,14.29,658.47,0.0,organic,Louisville
1.24,256141.1,35032.65,67.64,conventional,Miami/Ft. Lauderdale
1.92,1140.99,19.2,0.0,organic,Miami/Ft. Lauderdale
1.05,101095.06,10053.42,13693.83,conventional,Nashville
1.32,299.83,8060.61,53.9,organic,Nashville
0.92,178792.99,10819.78,346.88,conventional,New Orleans/Mobile
1.52,342.26,16.3,0.0,organic,New Orleans/Mobile
1.33,18716.23,757987.66,2885.0,conventional,New York
2.21,3471.14,9549.06,43.85,organic,New York
1.18,151270.02,22481.35,66.79,conventional,Orlando
1.76,1346.61,31.51,0.0,organic,Orlando
1.36,14876.71,214953.17,1353.67,conventional,Philadelphia
1.75,255.58,1244.41,14.17,organic,Philadelphia
0.63,925363.02,163229.81,6791.95,conventional,Phoenix/Tucson
1.59,8585.87,1454.55,0.0,organic,Phoenix/Tucson
1.26,1496.07,42829.11,1187.76,conventional,Pittsburgh
1.71,889.62,56.29,0.0,organic,Pittsburgh
1.11,117115.76,287695.04,15574.43,conventional,Portland
1.38,17377.6,9920.09,34.1,organic,Portland
1.11,65910.74,69081.33,69371.34,conventional,Raleigh/Greensboro
1.77,31.72,2088.94,801.67,organic,Raleigh/Greensboro
1.1,75550.59,89874.92,17018.36,conventional,Richmond/Norfolk
1.51,87.31,2167.08,487.95,organic,Richmond/Norfolk
1.09,55931.84,45806.33,43.06,conventional,Roanoke
1.36,126.76,3417.19,0.0,organic,Roanoke
1.14,137425.32,216791.05,11561.59,conventional,Sacramento
1.51,5027.44,3605.45,0.0,organic,Sacramento
0.92,301983.87,151869.53,14484.65,conventional,San Diego
1.44,10994.31,483.78,0.0,organic,San Diego
1.23,165066.61,502502.44,27811.91,conventional,San Francisco
1.39,25492.53,11724.78,0.0,organic,San Francisco
1.11,106012.21,353201.96,10013.75,conventional,Seattle
1.5,13839.32,20645.52,83.21,organic,Seattle
1.02,193228.98,45809.76,23875.57,conventional,South Carolina
1.69,484.16,1876.73,412.03,organic,South Carolina
1.03,25370.99,45291.88,2537.35,conventional,Spokane
1.41,2067.41,2588.45,0.0,organic,Spokane
1.32,75717.36,36667.64,58.03,conventional,St. Louis
1.8,1268.18,1776.16,0.0,organic,St. Louis
1.33,1098.61,21441.05,41.7,conventional,Syracuse
1.57,3.71,50.55,0.0,organic,Syracuse
1.12,167595.76,22043.38,39.19,conventional,Tampa
1.68,965.43,8.38,0.0,organic,Tampa
0.85,455087.17,121269.48,16470.86,conventional,West Tex/New Mexico
1.71,2209.31,3488.67,0.0,organic,West Tex/New Mexico
0.99,629.46,45633.34,181.49,conventional,Albany
1.76,32.82,105.25,0.0,organic,Albany
0.99,441544.0,21183.7,347.78,conventional,Atlanta
1.22,1683.31,12002.83,0.0,organic,Atlanta
1.16,59039.85,498872.67,40241.65,conventional,Baltimore/Washington
1.58,7386.79,4112.33,732.79,organic,Baltimore/Washington
1.06,40578.0,23738.56,3491.83,conventional,Boise
1.68,2.48,945.45,0.0,organic,Boise
1.11,4106.42,383573.77,192.98,conventional,Boston
1.85,8.47,932.5,0.0,organic,Boston
1.43,1032.92,41685.04,104.16,conventional,Buffalo/Rochester
1.55,17.44,126.08,0.0,organic,Buffalo/Rochester
0.84,3516551.29,2460932.41,170580.54,conventional,California
1.15,178033.64,59786.79,0.0,organic,California
1.18,45465.24,40006.65,34948.86,conventional,Charlotte
1.9,189.99,1371.06,1099.96,organic,Charlotte
1.09,24137.05,637043.16,111791.06,conventional,Chicago
1.82,637.51,9823.85,0.0,organic,Chicago
0.89,3610.46,157400.74,18680.72,conventional,Cincinnati/Dayton
1.24,271.44,9758.15,0.0,organic,Cincinnati/Dayton
1.03,55610.59,36034.55,25775.13,conventional,Columbus
1.86,397.22,2681.49,0.0,organic,Columbus
0.82,665032.82,358628.24,12398.67,conventional,Dallas/Ft. Worth
1.29,9540.52,850.65,0.0,organic,Dallas/Ft. Worth
1.03,101528.39,487873.51,5507.38,conventional,Denver
1.27,15769.31,11650.03,14.93,organic,Denver
0.97,97605.68,101935.17,129285.88,conventional,Detroit
1.92,386.65,5898.07,0.0,organic,Detroit
0.95,1355.2,182093.72,26454.42,conventional,Grand Rapids
1.84,32.69,506.75,0.0,organic,Grand Rapids
1.07,28899.98,134019.55,614.07,conventional,Harrisburg/Scranton
1.74,44.66,266.54,7.83,organic,Harrisburg/Scranton
1.12,4547.97,250129.65,271.71,conventional,Hartford/Springfield
2.17,59.15,2158.92,2.63,organic,Hartford/Springfield
0.87,481279.09,391780.92,4149.71,conventional,Houston
1.2,9766.77,580.43,0.0,organic,Houston
1.13,4876.24,110740.95,14372.16,conventional,Indianapolis
1.79,54.96,948.84,0.0,organic,Indianapolis
1.01,121358.37,13685.85,570.69,conventional,Jacksonville
1.75,1007.45,30.16,25.34,organic,Jacksonville
1.05,92829.75,151163.75,12440.57,conventional,Las Vegas
1.61,4161.89,2885.72,0.0,organic,Las Vegas
0.75,2145439.03,592196.29,61863.94,conventional,Los Angeles
1.14,49177.6,1680.02,0.0,organic,Los Angeles
1.02,1553.83,53158.82,6909.13,conventional,Louisville
1.65,0.0,1077.97,0.0,organic,Louisville
1.01,484615.92,60307.81,41.65,conventional,Miami/Ft. Lauderdale
1.75,1033.03,2.55,0.0,organic,Miami/Ft. Lauderdale
0.99,121799.85,9712.84,10894.89,conventional,Nashville
1.76,217.89,3226.75,101.08,organic,Nashville
1.08,138924.43,16229.64,384.82,conventional,New Orleans/Mobile
1.54,300.0,35.45,0.0,organic,New Orleans/Mobile
1.18,19919.91,1025372.06,2849.43,conventional,New York
2.0,5138.97,10612.61,10.07,organic,New York
1.0,227527.01,26599.79,114.63,conventional,Orlando
1.7,1222.61,28.85,0.0,organic,Orlando
1.24,16329.41,267027.05,1528.3,conventional,Philadelphia
1.83,227.3,1390.5,7.42,organic,Philadelphia
0.7,755408.34,198955.65,12551.58,conventional,Phoenix/Tucson
1.37,11419.13,1565.66,0.0,organic,Phoenix/Tucson
1.25,841.5,39074.28,1225.82,conventional,Pittsburgh
1.63,754.95,51.47,0.0,organic,Pittsburgh
0.94,138994.95,359783.57,16252.3,conventional,Portland
1.32,17519.03,12225.23,35.68,organic,Portland
1.2,57245.09,55213.6,36330.01,conventional,Raleigh/Greensboro
1.73,55.87,2571.34,931.25,organic,Raleigh/Greensboro
1.13,53902.85,83985.84,9840.75,conventional,Richmond/Norfolk
1.47,145.94,2466.7,411.51,organic,Richmond/Norfolk
1.11,45568.34,38348.5,79.57,conventional,Roanoke
1.33,70.22,4546.72,0.0,organic,Roanoke
1.02,143867.37,256090.11,13870.37,conventional,Sacramento
1.22,25103.48,19850.03,0.0,organic,Sacramento
0.83,317625.55,202619.21,14036.07,conventional,San Diego
1.09,18706.98,795.47,0.0,organic,San Diego
0.95,251296.88,697969.61,22240.62,conventional,San Francisco
1.09,34980.14,14818.37,0.0,organic,San Francisco
1.07,162940.98,327299.85,12576.63,conventional,Seattle
1.71,8762.48,14933.22,226.27,organic,Seattle
1.05,213315.88,42197.08,13638.46,conventional,South Carolina
1.52,466.91,2571.07,530.63,organic,South Carolina
1.03,26800.27,44707.74,2869.92,conventional,Spokane
1.58,1237.7,2113.94,7.28,organic,Spokane
1.24,93746.89,39403.61,100.73,conventional,St. Louis
1.85,1100.28,2330.76,0.0,organic,St. Louis
1.32,728.61,22776.67,53.84,conventional,Syracuse
1.59,0.0,98.86,0.0,organic,Syracuse
1.0,258084.33,27867.24,38.19,conventional,Tampa
1.63,787.15,7.19,0.0,organic,Tampa
0.84,439115.27,167245.85,28226.16,conventional,West Tex/New Mexico
1.64,2206.18,2725.29,0.0,organic,West Tex/New Mexico
1.07,795.68,30370.64,159.05,conventional,Albany
1.79,49.73,331.14,0.0,organic,Albany
1.1,361559.22,15788.71,236.97,conventional,Atlanta
1.22,1579.22,11705.02,0.0,organic,Atlanta
1.26,55284.8,367670.93,42267.91,conventional,Baltimore/Washington
1.56,6590.46,3908.46,745.13,organic,Baltimore/Washington
1.14,45879.84,7206.22,7403.75,conventional,Boise
1.5,9.95,3799.34,0.0,organic,Boise
1.17,3425.53,290512.65,78.96,conventional,Boston
1.91,29.07,945.32,0.0,organic,Boston
1.35,1072.46,61973.56,102.31,conventional,Buffalo/Rochester
1.56,9.28,94.74,0.0,organic,Buffalo/Rochester
0.96,3484274.6,1649936.05,184720.58,conventional,California
1.48,75016.11,21619.82,0.0,organic,California
1.25,29980.15,39244.64,36249.61,conventional,Charlotte
1.84,215.98,1312.61,1163.42,organic,Charlotte
1.18,27489.32,523118.0,112934.4,conventional,Chicago
1.62,818.74,13266.68,0.0,organic,Chicago
0.87,3470.71,147536.24,3678.29,conventional,Cincinnati/Dayton
1.17,251.86,9304.08,0.0,organic,Cincinnati/Dayton
0.95,56323.87,37382.46,11404.82,conventional,Columbus
1.84,317.1,2943.26,7.45,organic,Columbus
0.75,724775.83,371564.05,11201.82,conventional,Dallas/Ft. Worth
1.39,5946.47,498.15,0.0,organic,Dallas/Ft. Worth
1.03,118578.11,491584.39,7264.83,conventional,Denver
1.09,34792.41,26156.12,45.91,organic,Denver
1.01,97420.1,29942.92,46763.06,conventional,Detroit
1.83,517.12,6512.03,0.0,organic,Detroit
1.08,1783.51,68592.44,3903.17,conventional,Grand Rapids
1.78,69.48,493.14,0.0,organic,Grand Rapids
1.15,38517.23,75750.79,334.13,conventional,Harrisburg/Scranton
1.6,18.08,353.34,0.0,organic,Harrisburg/Scranton
1.43,3253.02,125712.73,145.3,conventional,Hartford/Springfield
2.18,152.85,2524.64,0.0,organic,Hartford/Springfield
0.78,507328.95,517669.77,5321.52,conventional,Houston
1.31,7483.56,622.23,0.0,organic,Houston
1.07,6082.65,97697.59,10846.32,conventional,Indianapolis
1.69,70.33,949.01,0.0,organic,Indianapolis
1.24,77300.18,8997.99,745.39,conventional,Jacksonville
1.81,1300.23,53.2,18.14,organic,Jacksonville
1.01,114868.1,132275.9,5339.34,conventional,Las Vegas
1.78,2676.09,2766.99,0.0,organic,Las Vegas
0.86,2005781.71,400644.42,62567.6,conventional,Los Angeles
1.35,31604.04,769.47,0.0,organic,Los Angeles
1.18,2777.27,38415.34,1615.17,conventional,Louisville
1.72,2.38,912.87,0.0,organic,Louisville
1.3,253963.7,32888.65,62.9,conventional,Miami/Ft. Lauderdale
1.69,1060.0,15.26,0.0,organic,Miami/Ft. Lauderdale
1.08,104187.91,7723.68,10813.59,conventional,Nashville
1.8,213.26,2967.69,110.0,organic,Nashville
1.06,163007.69,12379.43,269.87,conventional,New Orleans/Mobile
1.65,486.52,8.2,0.0,organic,New Orleans/Mobile
1.36,31886.43,755537.72,2109.98,conventional,New York
1.9,2620.8,8510.42,34.3,organic,New York
1.27,149785.3,19868.22,86.78,conventional,Orlando
1.75,1382.97,52.89,0.0,organic,Orlando
1.4,19780.09,207010.01,1051.07,conventional,Philadelphia
1.63,284.64,1349.92,8.83,organic,Philadelphia
0.72,824092.39,143842.58,5737.48,conventional,Phoenix/Tucson
1.52,8912.48,1115.21,0.0,organic,Phoenix/Tucson
0.95,2148.75,116151.4,3731.73,conventional,Pittsburgh
1.65,561.33,330.67,0.0,organic,Pittsburgh
1.17,147899.8,201529.6,17444.77,conventional,Portland
1.45,15501.22,44127.27,10.85,organic,Portland
1.24,41324.65,54059.83,37877.54,conventional,Raleigh/Greensboro
1.74,86.46,2512.71,977.29,organic,Raleigh/Greensboro
1.19,50712.87,64964.66,10295.75,conventional,Richmond/Norfolk
1.57,131.38,2471.16,488.5,organic,Richmond/Norfolk
1.16,43783.88,36289.08,81.58,conventional,Roanoke
1.48,66.14,3761.84,0.0,organic,Roanoke
1.12,152131.35,199610.67,13402.92,conventional,Sacramento
1.6,4923.8,4582.74,0.0,organic,Sacramento
0.95,314550.25,127157.9,14754.16,conventional,San Diego
1.48,8439.16,375.38,0.0,organic,San Diego
1.16,260192.19,442834.07,31289.15,conventional,San Francisco
1.56,12933.84,7159.0,0.0,organic,San Francisco
1.24,170637.19,190973.9,8269.01,conventional,Seattle
1.62,7056.73,38276.41,95.23,organic,Seattle
1.14,173429.19,39009.78,14400.7,conventional,South Carolina
1.53,498.38,2462.31,536.83,organic,South Carolina
1.18,35184.21,24432.93,2713.19,conventional,Spokane
1.55,1044.52,3523.26,1.82,organic,Spokane
