type,average_price,on_date,year,total_volume
conventional,1.02,2015-02-08,2015,145648.4
organic,1.44,2015-02-08,2015,5184.57
conventional,0.98,2015-02-08,2015,432572.45
organic,1.5,2015-02-08,2015,8676.28
conventional,0.98,2015-02-08,2015,448394.83
organic,1.29,2015-02-08,2015,15054.25
conventional,0.92,2015-02-08,2015,928836.58
organic,1.35,2015-02-08,2015,27556.76
conventional,1.08,2015-02-08,2015,488980.65
organic,1.4,2015-02-08,2015,54484.31
conventional,1.06,2015-02-08,2015,282822.72
organic,1.56,2015-02-08,2015,6072.82
conventional,0.73,2015-02-08,2015,5900232.15
organic,1.39,2015-02-08,2015,65372.85
conventional,1.11,2015-02-08,2015,2573973.63
organic,1.51,2015-02-08,2015,50546.78
conventional,1.03,2015-02-08,2015,74139.25
organic,1.43,2015-02-08,2015,5788.14
conventional,1.09,2015-02-08,2015,214718.99
organic,1.89,2015-02-08,2015,3707.77
conventional,1.25,2015-02-08,2015,51557.01
organic,1.65,2015-02-08,2015,1283.8
conventional,1.19,2015-02-08,2015,236434.37
organic,1.65,2015-02-08,2015,2953.53
conventional,0.95,2015-02-08,2015,32137333.01
organic,1.48,2015-02-08,2015,730874.31
conventional,0.89,2015-02-08,2015,5949846.14
organic,1.4,2015-02-08,2015,246616.27
conventional,0.72,2015-02-08,2015,811664.36
organic,1.66,2015-02-08,2015,9271.68
conventional,1.06,2015-02-15,2015,41567.62
organic,1.81,2015-02-15,2015,1182.3
conventional,1.06,2015-02-15,2015,427391.28
organic,1.46,2015-02-15,2015,7783.29
conventional,1.25,2015-02-15,2015,637319.34
organic,1.56,2015-02-15,2015,16335.15
conventional,1.14,2015-02-15,2015,61221.98
organic,1.62,2015-02-15,2015,1308.88
conventional,1.2,2015-02-15,2015,399883.99
organic,1.91,2015-02-15,2015,2271.95
conventional,1.44,2015-02-15,2015,100207.14
organic,1.65,2015-02-15,2015,1269.74
conventional,0.96,2015-02-15,2015,5699944.93
organic,1.52,2015-02-15,2015,116499.36
conventional,1.22,2015-02-15,2015,156798.51
organic,1.92,2015-02-15,2015,3125.59
conventional,1.17,2015-02-15,2015,726401.24
organic,1.81,2015-02-15,2015,10575.65
conventional,0.94,2015-02-15,2015,169950.37
organic,1.22,2015-02-15,2015,10742.08
conventional,1.05,2015-02-15,2015,106663.68
organic,1.64,2015-02-15,2015,4283.56
conventional,0.77,2015-02-15,2015,1020856.87
organic,1.41,2015-02-15,2015,10958.57
conventional,1.12,2015-02-15,2015,629074.28
organic,1.44,2015-02-15,2015,19660.58
conventional,1.16,2015-02-15,2015,255597.63
organic,1.82,2015-02-15,2015,7038.51
conventional,1.21,2015-02-15,2015,136761.35
organic,1.88,2015-02-15,2015,787.72
conventional,1.15,2015-02-15,2015,2610004.41
organic,1.65,2015-02-15,2015,58236.29
conventional,1.22,2015-02-15,2015,187671.77
organic,1.65,2015-02-15,2015,4701.71
conventional,1.39,2015-02-15,2015,223170.31
organic,2.13,2015-02-15,2015,2753.92
conventional,0.73,2015-02-15,2015,1062387.72
organic,1.29,2015-02-15,2015,10569.83
conventional,1.3,2015-02-15,2015,121767.82
organic,1.77,2015-02-15,2015,1601.74
conventional,1.24,2015-02-15,2015,105176.25
organic,1.82,2015-02-15,2015,1758.64
conventional,1.12,2015-02-15,2015,255465.26
organic,1.79,2015-02-15,2015,6259.44
conventional,0.83,2015-02-15,2015,2926435.94
organic,1.43,2015-02-15,2015,41524.22
conventional,1.13,2015-02-15,2015,80537.77
organic,1.75,2015-02-15,2015,1201.07
conventional,1.29,2015-02-15,2015,353520.71
organic,1.75,2015-02-15,2015,1791.51
conventional,1.17,2015-02-15,2015,2420829.45
organic,1.48,2015-02-15,2015,67813.61
conventional,1.03,2015-02-15,2015,153852.03
organic,1.11,2015-02-15,2015,10581.74
conventional,1.02,2015-02-15,2015,230069.01
organic,1.48,2015-02-15,2015,5151.37
conventional,1.36,2015-02-15,2015,997562.44
organic,1.91,2015-02-15,2015,25037.76
conventional,1.29,2015-02-15,2015,2983695.9
organic,1.84,2015-02-15,2015,57627.38
conventional,1.11,2015-02-15,2015,288514.78
organic,1.87,2015-02-15,2015,7199.17
conventional,1.26,2015-02-15,2015,204812.28
organic,1.85,2015-02-15,2015,2038.24
conventional,1.34,2015-02-15,2015,335173.17
organic,1.68,2015-02-15,2015,5687.19
conventional,0.6,2015-02-15,2015,1159509.68
organic,1.66,2015-02-15,2015,10159.47
conventional,1.43,2015-02-15,2015,60213.79
organic,1.71,2015-02-15,2015,1784.02
conventional,1.05,2015-02-15,2015,1507821.92
organic,1.68,2015-02-15,2015,39967.69
conventional,1.23,2015-02-15,2015,363889.04
organic,1.51,2015-02-15,2015,25692.22
conventional,1.21,2015-02-15,2015,230632.14
organic,1.69,2015-02-15,2015,4322.52
conventional,1.13,2015-02-15,2015,207249.74
organic,1.59,2015-02-15,2015,3487.35
conventional,1.07,2015-02-15,2015,136950.98
organic,1.46,2015-02-15,2015,4508.41
conventional,1.13,2015-02-15,2015,381041.74
organic,1.63,2015-02-15,2015,7436.13
conventional,0.94,2015-02-15,2015,486113.55
organic,1.49,2015-02-15,2015,12775.39
conventional,1.23,2015-02-15,2015,696515.27
organic,1.55,2015-02-15,2015,24986.4
conventional,1.33,2015-02-15,2015,352335.1
organic,1.59,2015-02-15,2015,37469
conventional,1.11,2015-02-15,2015,278514.05
organic,1.72,2015-02-15,2015,3363.2
conventional,0.8,2015-02-15,2015,5204971.91
organic,1.39,2015-02-15,2015,77922.66
conventional,1.16,2015-02-15,2015,2558563.78
organic,1.64,2015-02-15,2015,31775.03
conventional,1.24,2015-02-15,2015,57869.58
organic,1.51,2015-02-15,2015,4449.11
conventional,1.23,2015-02-15,2015,169118.65
organic,1.82,2015-02-15,2015,4234.28
conventional,1.35,2015-02-15,2015,38750.74
organic,1.72,2015-02-15,2015,561.1
conventional,1.21,2015-02-15,2015,242478.65
organic,1.75,2015-02-15,2015,1986.05
conventional,1.03,2015-02-15,2015,28012520.93
organic,1.58,2015-02-15,2015,616177
conventional,0.98,2015-02-15,2015,5026688.71
organic,1.58,2015-02-15,2015,166334.97
conventional,0.78,2015-02-15,2015,743066.25
organic,1.7,2015-02-15,2015,7309.84
conventional,1.07,2015-02-22,2015,45675.05
organic,1.82,2015-02-22,2015,1152.33
conventional,1.1,2015-02-22,2015,431308.56
organic,1.38,2015-02-22,2015,10969.92
conventional,1.11,2015-02-22,2015,749845.79
organic,1.19,2015-02-22,2015,23920.36
conventional,0.99,2015-02-22,2015,76836.1
organic,1.75,2015-02-22,2015,1081.18
conventional,1.23,2015-02-22,2015,355432.28
organic,1.74,2015-02-22,2015,3325.89
conventional,1.41,2015-02-22,2015,109546.92
organic,1.53,2015-02-22,2015,5821.39
conventional,0.96,2015-02-22,2015,5951871.32
organic,1.41,2015-02-22,2015,136421.88
conventional,1.08,2015-02-22,2015,201741.43
organic,1.9,2015-02-22,2015,3180.29
conventional,1.18,2015-02-22,2015,773078.09
organic,1.83,2015-02-22,2015,10235.09
conventional,0.93,2015-02-22,2015,183072.02
organic,1.23,2015-02-22,2015,11254.29
conventional,1.09,2015-02-22,2015,114280.87
organic,1.79,2015-02-22,2015,3933.81
conventional,0.8,2015-02-22,2015,1116600.76
organic,1.38,2015-02-22,2015,15485.45
conventional,1,2015-02-22,2015,899302.8
organic,1.4,2015-02-22,2015,24794.39
conventional,1.15,2015-02-22,2015,250888.8
organic,1.85,2015-02-22,2015,7176.69
conventional,1.31,2015-02-22,2015,129295.86
organic,1.89,2015-02-22,2015,950.14
conventional,1.16,2015-02-22,2015,2730224.03
organic,1.68,2015-02-22,2015,56569.37
conventional,1.2,2015-02-22,2015,191040.19
organic,1.68,2015-02-22,2015,3400.24
conventional,1.38,2015-02-22,2015,220210.32
organic,2.38,2015-02-22,2015,4834.37
conventional,0.82,2015-02-22,2015,978807.74
organic,1.26,2015-02-22,2015,10792.32
conventional,1.34,2015-02-22,2015,127501.04
organic,1.87,2015-02-22,2015,1563.5
conventional,1.1,2015-02-22,2015,121048.7
organic,1.77,2015-02-22,2015,1863.24
conventional,1.16,2015-02-22,2015,242732.32
organic,1.79,2015-02-22,2015,7179.44
conventional,0.83,2015-02-22,2015,2954705.54
organic,1.36,2015-02-22,2015,44972.88
conventional,1.01,2015-02-22,2015,107443.35
organic,1.67,2015-02-22,2015,1347.62
conventional,1.24,2015-02-22,2015,369819.98
organic,1.92,2015-02-22,2015,1386.85
conventional,1.1,2015-02-22,2015,2720346.71
organic,1.4,2015-02-22,2015,75957.01
conventional,1.05,2015-02-22,2015,148164.2
organic,1.32,2015-02-22,2015,9791.87
conventional,0.92,2015-02-22,2015,256174.52
organic,1.52,2015-02-22,2015,3561.9
conventional,1.33,2015-02-22,2015,1088977.45
organic,2.21,2015-02-22,2015,16620.69
conventional,1.29,2015-02-22,2015,3042447.03
organic,1.9,2015-02-22,2015,56898.92
conventional,1.13,2015-02-22,2015,264118.86
organic,1.82,2015-02-22,2015,6267.8
conventional,1.18,2015-02-22,2015,226965.26
organic,1.76,2015-02-22,2015,2584.79
conventional,1.36,2015-02-22,2015,348215.37
organic,1.75,2015-02-22,2015,4341.33
conventional,0.63,2015-02-22,2015,1163115.49
organic,1.59,2015-02-22,2015,10924.58
conventional,1.26,2015-02-22,2015,70345.39
organic,1.71,2015-02-22,2015,1860.35
conventional,1.08,2015-02-22,2015,1547969.24
organic,1.66,2015-02-22,2015,40390.21
conventional,1.11,2015-02-22,2015,495032.46
organic,1.38,2015-02-22,2015,28687.98
conventional,1.11,2015-02-22,2015,258728.48
organic,1.77,2015-02-22,2015,3990.91
conventional,1.1,2015-02-22,2015,225830.42
organic,1.51,2015-02-22,2015,4120.01
conventional,1.09,2015-02-22,2015,127855.51
organic,1.36,2015-02-22,2015,4664.67
conventional,1.14,2015-02-22,2015,405013.16
organic,1.51,2015-02-22,2015,8785.09
conventional,0.92,2015-02-22,2015,516149.11
organic,1.44,2015-02-22,2015,11764.76
conventional,1.23,2015-02-22,2015,776336.17
organic,1.39,2015-02-22,2015,37223.45
conventional,1.11,2015-02-22,2015,552036.54
organic,1.5,2015-02-22,2015,35183.3
conventional,1.02,2015-02-22,2015,332918.7
organic,1.69,2015-02-22,2015,3614.76
conventional,0.85,2015-02-22,2015,5208272.73
organic,1.37,2015-02-22,2015,81291.05
conventional,1.11,2015-02-22,2015,2796195.76
organic,1.59,2015-02-22,2015,37584.04
conventional,1.03,2015-02-22,2015,85295.41
organic,1.41,2015-02-22,2015,4655.86
conventional,1.32,2015-02-22,2015,156112.67
organic,1.8,2015-02-22,2015,3091.01
conventional,1.33,2015-02-22,2015,42662.65
organic,1.57,2015-02-22,2015,1926.71
conventional,1.12,2015-02-22,2015,268415.49
organic,1.68,2015-02-22,2015,2650.48
conventional,1.02,2015-02-22,2015,29936729.76
organic,1.51,2015-02-22,2015,673446.69
conventional,0.95,2015-02-22,2015,5939402.98
organic,1.48,2015-02-22,2015,188334.19
conventional,0.85,2015-02-22,2015,681409.59
organic,1.71,2015-02-22,2015,8720.44
conventional,0.99,2015-03-01,2015,55595.74
organic,1.76,2015-03-01,2015,1663.35
conventional,0.99,2015-03-01,2015,512532.44
organic,1.22,2015-03-01,2015,16227.56
conventional,1.16,2015-03-01,2015,770115.24
organic,1.58,2015-03-01,2015,15923.18
conventional,1.06,2015-03-01,2015,75046.37
organic,1.68,2015-03-01,2015,1396.48
conventional,1.11,2015-03-01,2015,485736.1
organic,1.85,2015-03-01,2015,3024.12
conventional,1.43,2015-03-01,2015,112363.86
organic,1.55,2015-03-01,2015,3520.47
conventional,0.84,2015-03-01,2015,6700134.25
organic,1.15,2015-03-01,2015,250298.58
conventional,1.18,2015-03-01,2015,176146.34
organic,1.9,2015-03-01,2015,3545.33
conventional,1.09,2015-03-01,2015,863391.73
organic,1.82,2015-03-01,2015,11842.47
conventional,0.89,2015-03-01,2015,226951.64
organic,1.24,2015-03-01,2015,10963.48
conventional,1.03,2015-03-01,2015,136795.35
organic,1.86,2015-03-01,2015,4054.67
conventional,0.82,2015-03-01,2015,1144032.03
organic,1.29,2015-03-01,2015,17267.84
conventional,1.03,2015-03-01,2015,670820.5
organic,1.27,2015-03-01,2015,36086.54
conventional,0.97,2015-03-01,2015,397899.56
organic,1.92,2015-03-01,2015,7174.35
conventional,0.95,2015-03-01,2015,263987.21
organic,1.84,2015-03-01,2015,849.44
conventional,1.02,2015-03-01,2015,3566752.43
organic,1.69,2015-03-01,2015,61260.09
conventional,1.07,2015-03-01,2015,230913.14
organic,1.74,2015-03-01,2015,3063.7
conventional,1.12,2015-03-01,2015,314917.55
organic,2.17,2015-03-01,2015,3050.04
conventional,0.87,2015-03-01,2015,991328.46
organic,1.2,2015-03-01,2015,11760.53
conventional,1.13,2015-03-01,2015,169556.49
organic,1.79,2015-03-01,2015,1625.01
conventional,1.01,2015-03-01,2015,167254.64
organic,1.75,2015-03-01,2015,2076.28
conventional,1.05,2015-03-01,2015,293036.34
organic,1.61,2015-03-01,2015,7867.61
conventional,0.75,2015-03-01,2015,3094278.93
organic,1.14,2015-03-01,2015,60244.59
conventional,1.02,2015-03-01,2015,78626.99
organic,1.65,2015-03-01,2015,1510.75
conventional,1.01,2015-03-01,2015,647014.16
organic,1.75,2015-03-01,2015,2035.58
conventional,1.14,2015-03-01,2015,2538981.6
organic,1.61,2015-03-01,2015,62339.44
conventional,0.99,2015-03-01,2015,169423.5
organic,1.76,2015-03-01,2015,4269.61
conventional,1.08,2015-03-01,2015,224752.17
organic,1.54,2015-03-01,2015,2478.78
conventional,1.18,2015-03-01,2015,1338129.89
organic,2,2015-03-01,2015,20787.25
conventional,1.15,2015-03-01,2015,3780455.44
organic,1.85,2015-03-01,2015,56799.83
conventional,1.05,2015-03-01,2015,355677.99
organic,1.82,2015-03-01,2015,6940.73
conventional,1,2015-03-01,2015,316199.07
organic,1.7,2015-03-01,2015,3031.46
conventional,1.24,2015-03-01,2015,392412.07
organic,1.83,2015-03-01,2015,3448.63
conventional,0.7,2015-03-01,2015,1031351.33
organic,1.37,2015-03-01,2015,14618.92
conventional,1.25,2015-03-01,2015,65484.37
organic,1.63,2015-03-01,2015,2224.4
conventional,1.09,2015-03-01,2015,1619341.49
organic,1.7,2015-03-01,2015,36993.47
conventional,0.94,2015-03-01,2015,598755.26
organic,1.32,2015-03-01,2015,30280.67
conventional,1.2,2015-03-01,2015,216841.43
organic,1.73,2015-03-01,2015,5491.23
conventional,1.13,2015-03-01,2015,194798.39
organic,1.47,2015-03-01,2015,4298.37
conventional,1.11,2015-03-01,2015,110991.01
organic,1.33,2015-03-01,2015,6110.51
conventional,1.02,2015-03-01,2015,452845.47
organic,1.22,2015-03-01,2015,45355.38
conventional,0.83,2015-03-01,2015,572552.24
organic,1.09,2015-03-01,2015,20407.13
conventional,0.95,2015-03-01,2015,1039265.17
organic,1.09,2015-03-01,2015,49820.01
conventional,1.07,2015-03-01,2015,613535.33
organic,1.71,2015-03-01,2015,24530.11
conventional,1.05,2015-03-01,2015,337576.71
organic,1.52,2015-03-01,2015,4830.76
conventional,0.87,2015-03-01,2015,5314431.93
organic,1.34,2015-03-01,2015,80536.06
conventional,1.01,2015-03-01,2015,3633174.13
organic,1.46,2015-03-01,2015,47299.44
conventional,1.03,2015-03-01,2015,88304.41
organic,1.58,2015-03-01,2015,3505.54
conventional,1.24,2015-03-01,2015,179277.41
organic,1.85,2015-03-01,2015,3534.37
conventional,1.32,2015-03-01,2015,47890.09
organic,1.59,2015-03-01,2015,2108.82
conventional,1,2015-03-01,2015,373461.94
organic,1.63,2015-03-01,2015,2901.01
conventional,0.97,2015-03-01,2015,32994014.16
organic,1.4,2015-03-01,2015,814484.79
conventional,0.95,2015-03-01,2015,5840742.83
organic,1.4,2015-03-01,2015,218957.86
conventional,0.84,2015-03-01,2015,723488.95
organic,1.64,2015-03-01,2015,8743.37
conventional,1.07,2015-03-08,2015,40507.36
organic,1.79,2015-03-08,2015,1626.32
conventional,1.1,2015-03-08,2015,420826.32
organic,1.22,2015-03-08,2015,16026.95
conventional,1.26,2015-03-08,2015,657745.9
organic,1.56,2015-03-08,2015,19053.84
conventional,1.14,2015-03-08,2015,65350.24
organic,1.5,2015-03-08,2015,4314.45
conventional,1.17,2015-03-08,2015,408403.96
organic,1.91,2015-03-08,2015,2566.9
conventional,1.35,2015-03-08,2015,125724.96
organic,1.56,2015-03-08,2015,2163.15
conventional,0.96,2015-03-08,2015,5990243.89
organic,1.48,2015-03-08,2015,108346.9
conventional,1.25,2015-03-08,2015,159386.69
organic,1.84,2015-03-08,2015,4143.11
conventional,1.18,2015-03-08,2015,772997.09
organic,1.62,2015-03-08,2015,16545.05
conventional,0.87,2015-03-08,2015,219110.81
organic,1.17,2015-03-08,2015,13070.44
conventional,0.95,2015-03-08,2015,141281.56
organic,1.84,2015-03-08,2015,4518.71
conventional,0.75,2015-03-08,2015,1218684.28
organic,1.39,2015-03-08,2015,8557.95
conventional,1.03,2015-03-08,2015,719792.51
organic,1.09,2015-03-08,2015,70858.71
conventional,1.01,2015-03-08,2015,278695.29
organic,1.83,2015-03-08,2015,8433.78
conventional,1.08,2015-03-08,2015,146835.6
organic,1.78,2015-03-08,2015,1175.95
conventional,1.04,2015-03-08,2015,3134752.64
organic,1.6,2015-03-08,2015,74152.81
conventional,1.15,2015-03-08,2015,192277.92
organic,1.6,2015-03-08,2015,6095.01
conventional,1.43,2015-03-08,2015,210375.08
organic,2.18,2015-03-08,2015,3286.02
conventional,0.78,2015-03-08,2015,1166055.83
organic,1.31,2015-03-08,2015,9212.46
conventional,1.07,2015-03-08,2015,160438.38
organic,1.69,2015-03-08,2015,2205.12
conventional,1.24,2015-03-08,2015,112487.2
organic,1.81,2015-03-08,2015,2221.57
conventional,1.01,2015-03-08,2015,291046.81
organic,1.78,2015-03-08,2015,5910.67
conventional,0.86,2015-03-08,2015,2797745.89
organic,1.35,2015-03-08,2015,42280.47
conventional,1.18,2015-03-08,2015,62728.85
organic,1.72,2015-03-08,2015,1541.79
conventional,1.3,2015-03-08,2015,356311.66
organic,1.69,2015-03-08,2015,2708.59
conventional,1.21,2015-03-08,2015,2297509.11
organic,1.62,2015-03-08,2015,73251.74
conventional,1.08,2015-03-08,2015,149239.4
organic,1.8,2015-03-08,2015,4231.32
conventional,1.06,2015-03-08,2015,248273.79
organic,1.65,2015-03-08,2015,1574.72
conventional,1.36,2015-03-08,2015,1129333.95
organic,1.9,2015-03-08,2015,19904.38
conventional,1.27,2015-03-08,2015,3250832.53
organic,1.79,2015-03-08,2015,60655.7
conventional,1.09,2015-03-08,2015,287963.73
organic,1.87,2015-03-08,2015,6756.78
conventional,1.27,2015-03-08,2015,219071.79
organic,1.75,2015-03-08,2015,2782.53
conventional,1.4,2015-03-08,2015,349609.78
organic,1.63,2015-03-08,2015,6507.49
conventional,0.72,2015-03-08,2015,1042159.49
organic,1.52,2015-03-08,2015,12545.98
conventional,0.95,2015-03-08,2015,159735.96
organic,1.65,2015-03-08,2015,2337.44
conventional,1.11,2015-03-08,2015,1531085.64
organic,1.68,2015-03-08,2015,33434.23
conventional,1.17,2015-03-08,2015,419849.55
organic,1.45,2015-03-08,2015,60658.97
conventional,1.24,2015-03-08,2015,198900.07
organic,1.74,2015-03-08,2015,6539.55
conventional,1.19,2015-03-08,2015,177541.37
organic,1.57,2015-03-08,2015,5746.55
conventional,1.16,2015-03-08,2015,111702.58
organic,1.48,2015-03-08,2015,6050.63
conventional,1.12,2015-03-08,2015,415147.69
organic,1.6,2015-03-08,2015,9666.61
conventional,0.95,2015-03-08,2015,504284.16
organic,1.48,2015-03-08,2015,9468.77
conventional,1.16,2015-03-08,2015,830775.42
organic,1.56,2015-03-08,2015,20111.3
conventional,1.24,2015-03-08,2015,439846.35
organic,1.62,2015-03-08,2015,47476.51
conventional,1.14,2015-03-08,2015,289679.91
organic,1.53,2015-03-08,2015,4954.18
conventional,0.8,2015-03-08,2015,5864999.81
organic,1.44,2015-03-08,2015,56752.92
conventional,1.18,2015-03-08,2015,2642581.73
organic,1.47,2015-03-08,2015,46965.06
conventional,1.18,2015-03-08,2015,69848.58
organic,1.55,2015-03-08,2015,4836.49
conventional,1.36,2015-03-08,2015,147525.59
organic,1.65,2015-03-08,2015,2261.62
conventional,1.28,2015-03-08,2015,46199.2
organic,1.6,2015-03-08,2015,1884.54
conventional,1.22,2015-03-08,2015,259317.73
organic,1.65,2015-03-08,2015,2681.85
conventional,1.02,2015-03-08,2015,30094698.85
organic,1.49,2015-03-08,2015,783913.05
conventional,0.99,2015-03-08,2015,5382693.51
organic,1.37,2015-03-08,2015,330353.76
conventional,0.73,2015-03-08,2015,805731.03
organic,1.59,2015-03-08,2015,10407.27
conventional,1.11,2015-03-15,2015,43045.79
organic,1.79,2015-03-15,2015,1473.56
conventional,1.12,2015-03-15,2015,399566.22
organic,1.19,2015-03-15,2015,13985.95
conventional,1.24,2015-03-15,2015,693698.13
organic,1.59,2015-03-15,2015,11586.41
conventional,1,2015-03-15,2015,65918.28
organic,1.63,2015-03-15,2015,1777.09
conventional,1.25,2015-03-15,2015,417750.36
organic,1.99,2015-03-15,2015,1965.57
conventional,1.47,2015-03-15,2015,103413.11
organic,1.79,2015-03-15,2015,712.4
conventional,1.06,2015-03-15,2015,5557163.11
organic,1.52,2015-03-15,2015,94419.17
conventional,1.19,2015-03-15,2015,183944.05
organic,1.87,2015-03-15,2015,3890.97
conventional,1.09,2015-03-15,2015,827010.39
organic,1.64,2015-03-15,2015,15001.33
conventional,0.94,2015-03-15,2015,196008.57
organic,1.22,2015-03-15,2015,12310.3
conventional,1.01,2015-03-15,2015,149884.1
organic,1.65,2015-03-15,2015,3385.11
conventional,0.72,2015-03-15,2015,1211158.55
organic,1.34,2015-03-15,2015,11922.76
conventional,1.03,2015-03-15,2015,662131.8
organic,1.12,2015-03-15,2015,68533.2
conventional,1.13,2015-03-15,2015,254974.87
organic,1.49,2015-03-15,2015,9162.43
